"ngram_full","ngram_tail","ngram_head","freq"
"which is part","part","which is",28
"which is perfect","perfect","which is",7
"which is positive","positive","which is",2
"which is pretty","pretty","which is",21
"which is roughly","roughly","which is",4
"which is still","still","which is",36
"which is that","that","which is",16
"which is the","the","which is",213
"which is up","up","which is",3
"which is way","way","which is",4
"which is what","what","which is",75
"which is which","which","which is",6
"which is why","why","which is",167
"which isn t","t","which isn",37
"which isnt exactly","exactly","which isnt",2
"which it operates","operates","which it",2
"which it would","would","which it",5
"which led to","to","which led",52
"which likes to","to","which likes",3
"which looked like","like","which looked",4
"which looks like","like","which looks",12
"which made it","it","which made",20
"which makes it","it","which makes",46
"which makes sense","sense","which makes",7
"which makes us","us","which makes",5
"which may not","not","which may",5
"which means I","I","which means",32
"which means i","i","which means",4
"which means the","the","which means",30
"which might be","be","which might",15
"which might mean","mean","which might",3
"which more than","than","which more",2
"which my computer","computer","which my",2
"which of the","the","which of",21
"which of these","these","which of",12
"which one it","it","which one",5
"which one of","of","which one",23
"which opened in","in","which opened",36
"which percent of","of","which percent",2
"which point I","I","which point",9
"which police say","say","which police",2
"which proved to","to","which proved",4
"which provided the","the","which provided",6
"which raises questions","questions","which raises",2
"which right now","now","which right",4
"which said that","that","which said",2
"which saved the","the","which saved",2
"which she called","called","which she",3
"which she has","has","which she",6
"which shows the","the","which shows",2
"which some people","people","which some",4
"which starts at","at","which starts",11
"which thanks to","to","which thanks",3
"which the city","city","which the",6
"which the judge","judge","which the",3
"which the product","product","which the",3
"which the tax","tax","which the",3
"which the team","team","which the",2
"which there is","is","which there",15
"which they are","are","which they",29
"which they consider","consider","which they",3
"which they did","did","which they",8
"which they re","re","which they",4
"which they were","were","which they",26
"which took place","place","which took",31
"which tries to","to","which tries",2
"which turned out","out","which turned",14
"which was a","a","which was",99
"which was also","also","which was",23
"which was built","built","which was",11
"which was idle","idle","which was",2
"which was pretty","pretty","which was",7
"which was so","so","which was",12
"which way to","to","which way",10
"which we have","have","which we",32
"which we re","re","which we",4
"which were soft","soft","which were",2
"which will be","be","which will",144
"which will include","include","which will",14
"which would be","be","which would",85
"which would leave","leave","which would",5
"which would make","make","which would",19
"which would save","save","which would",2
"which you could","could","which you",4
"which you ve","ve","which you",2
"while I am","am","while I",46
"while I don","don","while I",11
"while I had","had","while I",9
"while I m","m","while I",160
"while I was","was","while I",221
"while I watched","watched","while I",4
"while adding the","the","while adding",3
"while all the","the","while all",9
"while but I","I","while but",18
"while driving It","It","while driving",2
"while everyone else","else","while everyone",13
"while failing to","to","while failing",5
"while giving up","up","while giving",3
"while he was","was","while he",118
"while listening to","to","while listening",46
"while lying down","down","while lying",2
"while making the","the","while making",4
"while on their","their","while on",2
"while others help","help","while others",2
"while others will","will","while others",6
"while playing a","a","while playing",3
"while raising a","a","while raising",2
"while reading the","the","while reading",5
"while she picks","picks","while she",2
"while since I","I","while since",42
"while standing by","by","while standing",3
"while striking out","out","while striking",22
"while taking a","a","while taking",13
"while talking about","about","while talking",6
"while the crowd","crowd","while the",3
"while the organization","organization","while the",3
"while the other","other","while the",42
"while they are","are","while they",42
"while theyre supposed","supposed","while theyre",2
"while to find","find","while to",4
"while to get","get","while to",31
"while to see","see","while to",5
"while walking down","down","while walking",4
"while we wait","wait","while we",9
"while we were","were","while we",71
"while working as","as","while working",11
"while you and","and","while you",2
"while you sleep","sleep","while you",2
"while you wait","wait","while you",14
"whilst I was","was","whilst I",11
"whilst pretending to","to","whilst pretending",2
"whilst trying to","to","whilst trying",4
"whip some up","up","whip some",2
"whip the heavy","heavy","whip the",2
"whipped cream This","This","whipped cream",3
"whipped cream and","and","whipped cream",18
"whipped cream on","on","whipped cream",7
"whistled for a","a","whistled for",5
"white and blue","blue","white and",31
"white and gold","gold","white and",3
"white and set","set","white and",2
"white as snow","snow","white as",2
"white but I","I","white but",3
"white male or","or","white male",2
"white people and","and","white people",2
"white satin ribbon","ribbon","white satin",3
"white to give","give","white to",2
"who I am","am","who I",182
"who I do","do","who I",3
"who according to","to","who according",6
"who admitted that","that","who admitted",3
"who advised the","the","who advised",2
"who also chairs","chairs","who also",3
"who also has","has","who also",15
"who also runs","runs","who also",3
"who am I","I","who am",31
"who appeared to","to","who appeared",21
"who appears to","to","who appears",12
"who are basically","basically","who are",2
"who are driving","driving","who are",5
"who are not","not","who are",93
"who are participating","participating","who are",2
"who are perhaps","perhaps","who are",2
"who are sent","sent","who are",4
"who are there","there","who are",6
"who are truly","truly","who are",4
"who asked them","them","who asked",3
"who at the","the","who at",17
"who at this","this","who at",3
"who became a","a","who became",15
"who by the","the","who by",9
"who came out","out","who came",114
"who can find","find","who can",5
"who can play","play","who can",20
"who can respond","respond","who can",2
"who can t","t","who can",91
"who care about","about","who care",18
"who claimed that","that","who claimed",6
"who continue to","to","who continue",28
"who crafted the","the","who crafted",3
"who created it","it","who created",3
"who died in","in","who died",75
"who disagrees with","with","who disagrees",3
"who do not","not","who do",110
"who do right","right","who do",2
"who do things","things","who do",3
"who do wrong","wrong","who do",2
"who do you","you","who do",39
"who does not","not","who does",50
"who doesn t","t","who doesn",189
"who don t","t","who don",294
"who dream of","of","who dream",4
"who drives the","the","who drives",2
"who earlier said","said","who earlier",2
"who fled the","the","who fled",6
"who for decades","decades","who for",3
"who get a","a","who get",7
"who got married","married","who got",4
"who got to","to","who got",4
"who graduated with","with","who graduated",3
"who grew up","up","who grew",108
"who guided the","the","who guided",3
"who had been","been","who had",182
"who had broken","broken","who had",2
"who had her","her","who had",3
"who had just","just","who had",28
"who had never","never","who had",27
"who had nothing","nothing","who had",3
"who had points","points","who had",14
"who had questioned","questioned","who had",2
"who had to","to","who had",26
"who has an","an","who has",27
"who has been","been","who has",318
"who has children","children","who has",2
"who has completed","completed","who has",3
"who has ever","ever","who has",29
"who has finally","finally","who has",2
"who has gotten","gotten","who has",5
"who has her","her","who has",2
"who has just","just","who has",16
"who has seen","seen","who has",12
"who has the","the","who has",68
"who has to","to","who has",27
"who has two","two","who has",10
"who have a","a","who have",57
"who have and","and","who have",5
"who have done","done","who have",14
"who have grown","grown","who have",7
"who have had","had","who have",27
"who have known","known","who have",2
"who have lived","lived","who have",10
"who have recently","recently","who have",5
"who have seen","seen","who have",10
"who have the","the","who have",45
"who have to","to","who have",29
"who have used","used","who have",7
"who have worked","worked","who have",21
"who he is","is","who he",49
"who he said","said","who he",12
"who he says","says","who he",8
"who he thinks","thinks","who he",4
"who heard the","the","who heard",5
"who helped the","the","who helped",5
"who hit the","the","who hit",5
"who injured his","his","who injured",4
"who is Christ","Christ","who is",2
"who is a","a","who is",138
"who is actually","actually","who is",6
"who is also","also","who is",65
"who is always","always","who is",11
"who is buying","buying","who is",2
"who is for","for","who is",4
"who is from","from","who is",17
"who is in","in","who is",73
"who is incarcerated","incarcerated","who is",2
"who is interested","interested","who is",6
"who is looking","looking","who is",9
"who is not","not","who is",73
"who is on","on","who is",38
"who is playing","playing","who is",13
"who is president","president","who is",7
"who is so","so","who is",20
"who is to","to","who is",14
"who is under","under","who is",5
"who is using","using","who is",2
"who is working","working","who is",12
"who isn t","t","who isn",41
"who just got","got","who just",10
"who laugh at","at","who laugh",2
"who leads the","the","who leads",18
"who like to","to","who like",33
"who liked The","The","who liked",3
"who likes the","the","who likes",2
"who live in","in","who live",100
"who lives in","in","who lives",148
"who lives near","near","who lives",10
"who lives on","on","who lives",25
"who lobbies for","for","who lobbies",3
"who love you","you","who love",8
"who loves her","her","who loves",5
"who made an","an","who made",7
"who made the","the","who made",60
"who made you","you","who made",6
"who makes me","me","who makes",5
"who may be","be","who may",39
"who may have","have","who may",48
"who may not","not","who may",27
"who meet their","their","who meet",2
"who meets a","a","who meets",3
"who missed a","a","who missed",2
"who needs the","the","who needs",7
"who needs to","to","who needs",16
"who not only","only","who not",15
"who now lives","lives","who now",17
"who often don","don","who often",3
"who oppose the","the","who oppose",8
"who organized the","the","who organized",4
"who oversees the","the","who oversees",17
"who owned a","a","who owned",6
"who passed through","through","who passed",3
"who plans to","to","who plans",25
"who played alongside","alongside","who played",2
"who played the","the","who played",15
"who previously pleaded","pleaded","who previously",2
"who purchased the","the","who purchased",5
"who put it","it","who put",4
"who rang up","up","who rang",2
"who really knows","knows","who really",5
"who really want","want","who really",2
"who received aquapheresis","aquapheresis","who received",2
"who resigned from","from","who resigned",5
"who s been","been","who s",48
"who s played","played","who s",4
"who s responsible","responsible","who s",2
"who s the","the","who s",27
"who said he","he","who said",80
"who says his","his","who says",2
"who see it","it","who see",4
"who serve in","in","who serve",2
"who shared their","their","who shared",4
"who she is","is","who she",31
"who shot and","and","who shot",6
"who signed with","with","who signed",12
"who spends much","much","who spends",2
"who stayed in","in","who stayed",7
"who the do","do","who the",3
"who they are","are","who they",94
"who they can","can","who they",3
"who thought he","he","who thought",4
"who threw a","a","who threw",4
"who to vote","vote","who to",3
"who took a","a","who took",15
"who took the","the","who took",31
"who took two","two","who took",3
"who tried to","to","who tried",35
"who turned the","the","who turned",4
"who uses the","the","who uses",6
"who voted in","in","who voted",6
"who walked away","away","who walked",3
"who want or","or","who want",2
"who want to","to","who want",239
"who was a","a","who was",87
"who was afraid","afraid","who was",4
"who was always","always","who was",8
"who was at","at","who was",49
"who was born","born","who was",34
"who was having","having","who was",8
"who was in","in","who was",68
"who was kidnapped","kidnapped","who was",4
"who was making","making","who was",4
"who was murdered","murdered","who was",4
"who was once","once","who was",13
"who was one","one","who was",12
"who was playing","playing","who was",5
"who was really","really","who was",3
"who was supposed","supposed","who was",11
"who was the","the","who was",102
"who was there","there","who was",21
"who wasn t","t","who wasn",21
"who we are","are","who we",92
"who we have","have","who we",4
"who went on","on","who went",27
"who were at","at","who were",10
"who were helped","helped","who were",2
"who were playing","playing","who were",4
"who were supposed","supposed","who were",2
"who will be","be","who will",192
"who will do","do","who will",14
"who will get","get","who will",8
"who will have","have","who will",11
"who will pass","pass","who will",2
"who will suffer","suffer","who will",3
"who will wear","wear","who will",2
"who wins and","and","who wins",2
"who witnessed the","the","who witnessed",9
"who work for","for","who work",20
"who worked on","on","who worked",31
"who worked the","the","who worked",7
"who would be","be","who would",73
"who would it","it","who would",22
"who would like","like","who would",37
"who would one","one","who would",2
"who would rather","rather","who would",11
"who would they","they","who would",2
"who would you","you","who would",14
"who you are","are","who you",276
"who you talking","talking","who you",5
"who your father","father","who your",2
"whoever you are","are","whoever you",10
"whole body I","I","whole body",2
"whole church and","and","whole church",2
"whole day and","and","whole day",6
"whole family s","s","whole family",2
"whole group of","of","whole group",3
"whole interest in","in","whole interest",2
"whole needs to","to","whole needs",3
"whole new way","way","whole new",5
"whole office is","is","whole office",2
"whole or in","in","whole or",8
"whole process I","I","whole process",2
"whole slew of","of","whole slew",10
"whole story I","I","whole story",4
"whole thing So","So","whole thing",2
"whole thing makes","makes","whole thing",2
"whole thing out","out","whole thing",2
"whole thing was","was","whole thing",17
"whole wheat flour","flour","whole wheat",13
"whom I would","would","whom I",6
"whom they owed","owed","whom they",2
"whom you have","have","whom you",5
"whos going to","to","whos going",11
"whose duties include","include","whose duties",2
"whose job is","is","whose job",9
"whose thoughts are","are","whose thoughts",2
"why I care","care","why I",2
"why I like","like","why I",28
"why I made","made","why I",10
"why I only","only","why I",5
"why I quit","quit","why I",2
"why I still","still","why I",6
"why I wanted","wanted","why I",12
"why I was","was","why I",61
"why a guy","guy","why a",2
"why are you","you","why are",137
"why did your","your","why did",2
"why do it","it","why do",4
"why do people","people","why do",24
"why do we","we","why do",35
"why do you","you","why do",104
"why don t","t","why don",103
"why he never","never","why he",2
"why is this","this","why is",9
"why isn t","t","why isn",18
"why it looks","looks","why it",4
"why it s","s","why it",85
"why it wouldn","wouldn","why it",3
"why not get","get","why not",2
"why not let","let","why not",3
"why not she","she","why not",2
"why not take","take","why not",10
"why people are","are","why people",15
"why she was","was","why she",14
"why should it","it","why should",3
"why should the","the","why should",6
"why some people","people","why some",16
"why the Blackberry","Blackberry","why the",2
"why the state","state","why the",7
"why there were","were","why there",6
"why they do","do","why they",8
"why they don","don","why they",12
"why they were","were","why they",22
"why things are","are","why things",3
"why u so","so","why u",2
"why was it","it","why was",8
"why we all","all","why we",5
"why we are","are","why we",24
"why we can","can","why we",13
"why we re","re","why we",45
"why would you","you","why would",44
"wide is on","on","wide is",2
"wide receivers who","who","wide receivers",2
"wide receiving corps","corps","wide receiving",2
"wide spectrum of","of","wide spectrum",6
"widely seen as","as","widely seen",6
"wife and I","I","wife and",82
"wife and friends","friends","wife and",3
"wife away from","from","wife away",2
"wife got up","up","wife got",2
"wife in a","a","wife in",9
"wife who was","was","wife who",4
"wild card But","But","wild card",3
"wild card element","element","wild card",2
"wilderness in the","the","wilderness in",2
"will And you","you","will And",2
"will I am","am","will I",8
"will I manage","manage","will I",2
"will It s","s","will It",8
"will NEVER be","be","will NEVER",5
"will Thanks for","for","will Thanks",5
"will accommodate requests","requests","will accommodate",4
"will admit Im","Im","will admit",2
"will admit though","though","will admit",2
"will advance to","to","will advance",6
"will affect the","the","will affect",11
"will air again","again","will air",4
"will almost certainly","certainly","will almost",22
"will also be","be","will also",218
"will also begin","begin","will also",2
"will also make","make","will also",7
"will always be","be","will always",221
"will appear and","and","will appear",2
"will at least","least","will at",18
"will be You","You","will be",4
"will be a","a","will be",968
"will be able","able","will be",373
"will be accepted","accepted","will be",25
"will be added","added","will be",27
"will be almost","almost","will be",3
"will be also","also","will be",3
"will be an","an","will be",118
"will be announced","announced","will be",114
"will be any","any","will be",12
"will be around","around","will be",20
"will be asked","asked","will be",25
"will be at","at","will be",245
"will be available","available","will be",222
"will be back","back","will be",176
"will be based","based","will be",21
"will be better","better","will be",66
"will be changing","changing","will be",5
"will be closed","closed","will be",105
"will be compiled","compiled","will be",2
"will be concentrating","concentrating","will be",3
"will be constantly","constantly","will be",3
"will be dead","dead","will be",7
"will be deleted","deleted","will be",6
"will be different","different","will be",24
"will be difficult","difficult","will be",24
"will be discussing","discussing","will be",12
"will be done","done","will be",47
"will be down","down","will be",14
"will be either","either","will be",7
"will be enough","enough","will be",17
"will be especially","especially","will be",8
"will be even","even","will be",28
"will be firing","firing","will be",2
"will be going","going","will be",62
"will be gone","gone","will be",31
"will be great","great","will be",47
"will be heard","heard","will be",17
"will be held","held","will be",245
"will be here","here","will be",68
"will be impossible","impossible","will be",5
"will be in","in","will be",406
"will be listed","listed","will be",12
"will be live","live","will be",23
"will be looking","looking","will be",43
"will be made","made","will be",61
"will be making","making","will be",64
"will be meeting","meeting","will be",13
"will be more","more","will be",153
"will be necessary","necessary","will be",4
"will be needed","needed","will be",19
"will be okay","okay","will be",15
"will be on","on","will be",330
"will be open","open","will be",86
"will be opening","opening","will be",17
"will be other","other","will be",8
"will be out","out","will be",69
"will be over","over","will be",35
"will be paid","paid","will be",38
"will be performing","performing","will be",38
"will be played","played","will be",39
"will be provided","provided","will be",30
"will be ready","ready","will be",53
"will be real","real","will be",7
"will be receiving","receiving","will be",14
"will be replaced","replaced","will be",18
"will be signed","signed","will be",3
"will be so","so","will be",50
"will be sold","sold","will be",33
"will be some","some","will be",44
"will be subjected","subjected","will be",5
"will be successful","successful","will be",13
"will be that","that","will be",20
"will be the","the","will be",698
"will be there","there","will be",227
"will be throwing","throwing","will be",4
"will be to","to","will be",69
"will be together","together","will be",2
"will be too","too","will be",40
"will be upon","upon","will be",3
"will be used","used","will be",96
"will be when","when","will be",23
"will be without","without","will be",19
"will be working","working","will be",43
"will be worth","worth","will be",35
"will become more","more","will become",16
"will begin at","at","will begin",30
"will begin to","to","will begin",36
"will benefit from","from","will benefit",21
"will break loose","loose","will break",3
"will bring a","a","will bring",13
"will bring an","an","will bring",2
"will bring the","the","will bring",23
"will catch the","the","will catch",2
"will catch your","your","will catch",2
"will challenge the","the","will challenge",3
"will close March","March","will close",2
"will come and","and","will come",14
"will come at","at","will come",2
"will come down","down","will come",12
"will come out","out","will come",33
"will come to","to","will come",75
"will come with","with","will come",11
"will complete the","the","will complete",6
"will continue to","to","will continue",413
"will cost him","him","will cost",4
"will cost you","you","will cost",15
"will cover all","all","will cover",3
"will create for","for","will create",2
"will creep up","up","will creep",2
"will deal with","with","will deal",8
"will decide if","if","will decide",6
"will definitely be","be","will definitely",38
"will do Thanks","Thanks","will do",7
"will do any","any","will do",2
"will do anything","anything","will do",27
"will do just","just","will do",7
"will end this","this","will end",2
"will entail but","but","will entail",2
"will eventually make","make","will eventually",5
"will ever be","be","will ever",37
"will ever know","know","will ever",14
"will ever play","play","will ever",2
"will fall for","for","will fall",8
"will feature the","the","will feature",12
"will figure it","it","will figure",4
"will finally get","get","will finally",7
"will find a","a","will find",54
"will find out","out","will find",27
"will fix the","the","will fix",6
"will flow on","on","will flow",2
"will focus only","only","will focus",2
"will follow him","him","will follow",4
"will forward the","the","will forward",3
"will get a","a","will get",125
"will get in","in","will get",13
"will get on","on","will get",9
"will get their","their","will get",6
"will get you","you","will get",68
"will get your","your","will get",5
"will give us","us","will give",28
"will give you","you","will give",132
"will go into","into","will go",31
"will go up","up","will go",23
"will grow back","back","will grow",2
"will happen in","in","will happen",13
"will happen on","on","will happen",5
"will happen to","to","will happen",39
"will have a","a","will have",328
"will have access","access","will have",8
"will have any","any","will have",10
"will have less","less","will have",7
"will have many","many","will have",3
"will have more","more","will have",42
"will have multiple","multiple","will have",2
"will have online","online","will have",2
"will have some","some","will have",39
"will have surgery","surgery","will have",3
"will have that","that","will have",8
"will have to","to","will have",662
"will have too","too","will have",2
"will have until","until","will have",6
"will have you","you","will have",19
"will help control","control","will help",3
"will help me","me","will help",37
"will help prevent","prevent","will help",8
"will help you","you","will help",80
"will hold a","a","will hold",46
"will hold you","you","will hold",5
"will host a","a","will host",48
"will host special","special","will host",2
"will i go","go","will i",2
"will implement the","the","will implement",2
"will insure million","million","will insure",2
"will it become","become","will it",3
"will it has","has","will it",2
"will just be","be","will just",20
"will keep most","most","will keep",2
"will keep you","you","will keep",68
"will kick off","off","will kick",23
"will kill you","you","will kill",18
"will know what","what","will know",19
"will lead a","a","will lead",5
"will learn and","and","will learn",2
"will leave the","the","will leave",20
"will let you","you","will let",73
"will like this","this","will like",8
"will like to","to","will like",3
"will likely find","find","will likely",3
"will likely see","see","will likely",3
"will listen to","to","will listen",21
"will live on","on","will live",18
"will look for","for","will look",20
"will lose the","the","will lose",11
"will make her","her","will make",7
"will make it","it","will make",109
"will make me","me","will make",45
"will make sure","sure","will make",27
"will make their","their","will make",23
"will make you","you","will make",99
"will may be","be","will may",2
"will most certainly","certainly","will most",10
"will motivate me","me","will motivate",2
"will need to","to","will need",207
"will never again","again","will never",4
"will never fail","fail","will never",5
"will never feel","feel","will never",7
"will never forget","forget","will never",65
"will never have","have","will never",39
"will never let","let","will never",11
"will never pay","pay","will never",5
"will never take","take","will never",7
"will no longer","longer","will no",73
"will not know","know","will not",4
"will not lead","lead","will not",3
"will not learn","learn","will not",2
"will not pay","pay","will not",4
"will not play","play","will not",18
"will not take","take","will not",16
"will not turn","turn","will not",6
"will not use","use","will not",6
"will now be","be","will now",60
"will only be","be","will only",51
"will only go","go","will only",2
"will open for","for","will open",12
"will partner with","with","will partner",4
"will pay billion","billion","will pay",3
"will pay good","good","will pay",2
"will pay nearly","nearly","will pay",2
"will perform from","from","will perform",2
"will pray for","for","will pray",9
"will present his","his","will present",3
"will probably only","only","will probably",2
"will proceed but","but","will proceed",2
"will provide some","some","will provide",4
"will pull out","out","will pull",2
"will put a","a","will put",16
"will qualify for","for","will qualify",6
"will reach an","an","will reach",4
"will react to","to","will react",6
"will receive an","an","will receive",14
"will receive the","the","will receive",30
"will remain open","open","will remain",21
"will remember him","him","will remember",3
"will remember the","the","will remember",16
"will report to","to","will report",12
"will result in","in","will result",50
"will return to","to","will return",60
"will return us","us","will return",2
"will revolve around","around","will revolve",3
"will rise from","from","will rise",4
"will save you","you","will save",15
"will say that","that","will say",48
"will see it","it","will see",20
"will see little","little","will see",2
"will see that","that","will see",16
"will see the","the","will see",41
"will see this","this","will see",13
"will seek to","to","will seek",9
"will send it","it","will send",6
"will settle in","in","will settle",2
"will show up","up","will show",32
"will speak to","to","will speak",9
"will spend it","it","will spend",2
"will stay the","the","will stay",6
"will stop by","by","will stop",8
"will take about","about","will take",11
"will take home","home","will take",4
"will take place","place","will take",171
"will take some","some","will take",20
"will take the","the","will take",69
"will take to","to","will take",19
"will take you","you","will take",55
"will tell you","you","will tell",126
"will that the","the","will that",2
"will then be","be","will then",19
"will think of","of","will think",5
"will think twice","twice","will think",2
"will throw his","his","will throw",3
"will transition to","to","will transition",4
"will try again","again","will try",8
"will try and","and","will try",24
"will try to","to","will try",164
"will turn it","it","will turn",4
"will ultimately result","result","will ultimately",2
"will update you","you","will update",3
"will use a","a","will use",7
"will use the","the","will use",32
"will wait till","till","will wait",2
"will want to","to","will want",81
"will wear that","that","will wear",3
"will win in","in","will win",4
"will win the","the","will win",44
"will wish you","you","will wish",2
"will work on","on","will work",20
"will work out","out","will work",35
"will write a","a","will write",7
"will you What","What","will you",2
"will you be","be","will you",136
"will you have","have","will you",9
"will you make","make","will you",6
"will you marry","marry","will you",5
"willing to help","help","willing to",26
"willing to invest","invest","willing to",9
"willing to spend","spend","willing to",16
"willing to stay","stay","willing to",3
"win Friday night","night","win Friday",2
"win VIP seats","seats","win VIP",2
"win Vince Lombardi","Lombardi","win Vince",3
"win What are","are","win What",2
"win a free","free","win a",38
"win a game","game","win a",23
"win a national","national","win a",7
"win a playoff","playoff","win a",8
"win a second","second","win a",6
"win and I","I","win and",10
"win back the","the","win back",6
"win because it","it","win because",2
"win both the","the","win both",2
"win but he","he","win but",2
"win but it","it","win but",7
"win for the","the","win for",35
"win it all","all","win it",24
"win of the","the","win of",23
"win over No","No","win over",5
"win over rival","rival","win over",4
"win some you","you","win some",3
"win the World","World","win the",16
"win the argument","argument","win the",2
"win the event","event","win the",2
"win the most","most","win the",2
"win the title","title","win the",14
"win this thing","thing","win this",9
"wind and a","a","wind and",2
"wind and water","water","wind and",4
"wind and waves","waves","wind and",3
"wind up on","on","wind up",3
"window of the","the","window of",16
"window when you","you","window when",2
"windows open to","to","windows open",2
"winds down its","its","winds down",2
"wine I looked","looked","wine I",2
"wine What is","is","wine What",2
"wine country and","and","wine country",2
"wine list and","and","wine list",6
"winery s website","website","winery s",3
"wines and she","she","wines and",2
"wing of the","the","wing of",20
"winner in the","the","winner in",11
"winner of the","the","winner of",116
"winner right there","there","winner right",2
"winner will be","be","winner will",63
"winning goal in","in","winning goal",4
"winning the Big","Big","winning the",3
"winning the general","general","winning the",2
"winning the lottery","lottery","winning the",6
"wins He s","s","wins He",4
"wins and a","a","wins and",4
"wins and how","how","wins and",2
"wins in school","school","wins in",2
"wins in their","their","wins in",3
"wins out of","of","wins out",2
"wins the Mega","Mega","wins the",2
"winter s day","day","winter s",5
"winter when the","the","winter when",4
"wire racks to","to","wire racks",3
"wisdom is a","a","wisdom is",3
"wise men are","are","wise men",2
"wise to do","do","wise to",3
"wish I could","could","wish I",423
"wish I d","d","wish I",27
"wish I had","had","wish I",233
"wish I was","was","wish I",204
"wish had been","been","wish had",2
"wish i could","could","wish i",77
"wish it was","was","wish it",58
"wish list for","for","wish list",9
"wish me luck","luck","wish me",49
"wish someone would","would","wish someone",13
"wish they had","had","wish they",12
"wish they would","would","wish they",25
"wish to be","be","wish to",30
"wish us luck","luck","wish us",7
"wish you didn","didn","wish you",3
"wish you had","had","wish you",20
"wish you the","the","wish you",33
"wish you were","were","wish you",68
"wishes to you","you","wishes to",7
"wishing i was","was","wishing i",4
"wit and insight","insight","wit and",2
"with ABC s","s","with ABC",2
"with Alzheimer s","s","with Alzheimer",12
"with Andy Pettitte","Pettitte","with Andy",2
"with Apple products","products","with Apple",3
"with Bruce Jacobs","Jacobs","with Bruce",2
"with Chinese authorities","authorities","with Chinese",3
"with Dr G","G","with Dr",2
"with Edgar Allan","Allan","with Edgar",3
"with Final Cut","Cut","with Final",2
"with HIV and","and","with HIV",4
"with Happy New","New","with Happy",2
"with House Speaker","Speaker","with House",4
"with I am","am","with I",18
"with I have","have","with I",8
"with I love","love","with I",17
"with I m","m","with I",42
"with Journey to","to","with Journey",2
"with Justin Bieber","Bieber","with Justin",6
"with King Arthur","Arthur","with King",2
"with Linked In","In","with Linked",2
"with Lotus Resident","Resident","with Lotus",6
"with Mark and","and","with Mark",2
"with McDonald s","s","with McDonald",4
"with Mike Brown","Brown","with Mike",2
"with Nike GPS","GPS","with Nike",68
"with Penn State","State","with Penn",4
"with Romney on","on","with Romney",5
"with Ryan Seacrest","Seacrest","with Ryan",2
"with Santa Clara","Clara","with Santa",2
"with Sorry to","to","with Sorry",2
"with Southern rock","rock","with Southern",2
"with Special Guest","Guest","with Special",4
"with Stampin Up","Up","with Stampin",2
"with Sticky Rice","Rice","with Sticky",2
"with Thanks for","for","with Thanks",18
"with They are","are","with They",8
"with Tourette syndrome","syndrome","with Tourette",2
"with Tuesday s","s","with Tuesday",2
"with Tune in","in","with Tune",2
"with West Virginia","Virginia","with West",2
"with What is","is","with What",4
"with White House","House","with White",9
"with a COE","COE","with a",2
"with a ERA","ERA","with a",94
"with a HalfLife","HalfLife","with a",2
"with a Scorpio","Scorpio","with a",2
"with a acre","acre","with a",4
"with a bag","bag","with a",21
"with a balmy","balmy","with a",2
"with a beautiful","beautiful","with a",28
"with a bite","bite","with a",3
"with a black","black","with a",19
"with a blogger","blogger","with a",2
"with a bowl","bowl","with a",13
"with a brush","brush","with a",3
"with a buddy","buddy","with a",3
"with a bullet","bullet","with a",6
"with a bunch","bunch","with a",64
"with a cell","cell","with a",5
"with a chance","chance","with a",30
"with a chick","chick","with a",2
"with a child","child","with a",29
"with a class","class","with a",4
"with a club","club","with a",7
"with a commitment","commitment","with a",2
"with a company","company","with a",6
"with a concussion","concussion","with a",10
"with a dance","dance","with a",3
"with a deadly","deadly","with a",16
"with a decade","decade","with a",4
"with a deep","deep","with a",19
"with a degree","degree","with a",28
"with a democratic","democratic","with a",2
"with a disappointing","disappointing","with a",3
"with a dog","dog","with a",17
"with a drink","drink","with a",7
"with a drive","drive","with a",5
"with a drug","drug","with a",6
"with a family","family","with a",16
"with a few","few","with a",246
"with a fine","fine","with a",22
"with a fleece","fleece","with a",2
"with a football","football","with a",6
"with a former","former","with a",11
"with a fountain","fountain","with a",2
"with a fresh","fresh","with a",24
"with a friend","friend","with a",113
"with a girl","girl","with a",28
"with a glass","glass","with a",41
"with a group","group","with a",86
"with a gunshot","gunshot","with a",7
"with a hacksaw","hacksaw","with a",2
"with a half","half","with a",12
"with a handle","handle","with a",2
"with a hangover","hangover","with a",7
"with a healthy","healthy","with a",20
"with a high","high","with a",72
"with a hip","hip","with a",3
"with a hooked","hooked","with a",2
"with a huge","huge","with a",34
"with a jab","jab","with a",3
"with a jazz","jazz","with a",2
"with a journalism","journalism","with a",2
"with a key","key","with a",8
"with a knife","knife","with a",35
"with a ladle","ladle","with a",2
"with a large","large","with a",62
"with a larger","larger","with a",13
"with a laugh","laugh","with a",53
"with a left","left","with a",12
"with a lot","lot","with a",158
"with a lovely","lovely","with a",11
"with a marketing","marketing","with a",4
"with a maximum","maximum","with a",7
"with a membership","membership","with a",4
"with a mentor","mentor","with a",2
"with a mile","mile","with a",3
"with a mind","mind","with a",9
"with a much","much","with a",11
"with a nearly","nearly","with a",3
"with a new","new","with a",202
"with a nice","nice","with a",74
"with a onbase","onbase","with a",8
"with a pair","pair","with a",40
"with a pen","pen","with a",7
"with a player","player","with a",5
"with a pm","pm","with a",3
"with a potato","potato","with a",3
"with a prayer","prayer","with a",2
"with a pretty","pretty","with a",19
"with a price","price","with a",14
"with a program","program","with a",5
"with a pulse","pulse","with a",2
"with a raised","raised","with a",6
