"ngram_full","freq"
"persecuted",26
"persecution",58
"persist",36
"persistence",52
"persistent",124
"person",6604
"personage",8
"personal",2758
"personalinjury",5
"personality",576
"personally",570
"personifies",3
"personnel",332
"persons",361
"perspective",723
"persuade",116
"persuaded",80
"pertinent",39
"peruse",43
"pervasive",57
"perverse",29
"perverts",12
"pessimist",25
"pestilence",5
"pesto",71
"pet",489
"petal",31
"petco",3
"petition",274
"petitions",63
"pets",272
"petty",101
"pew",13
"pg",46
"ph",6
"pharmaceutical",82
"phase",394
"phasein",8
"phd",2
"pheasant",17
"phenomena",61
"philanthropy",29
"philly",41
"philosopher",66
"philosophers",29
"philosophical",87
"philosophy",343
"phoenix",20
"phone",4458
"phoned",44
"phones",571
"photo",1902
"photograph",249
"photographed",102
"photographer",351
"photographic",78
"photographs",321
"photography",388
"photogs",9
"photos",1917
"photoshoot",68
"photoshop",46
"phrase",421
"physical",1266
"physicality",26
"physically",389
"physician",194
"physics",135
"physique",28
"piano",389
"pic",910
"pick",3272
"picked",1529
"picking",703
"picks",598
"pickup",334
"picky",56
"pics",734
"picture",2830
"pictured",137
"pictures",2101
"picturing",21
"pie",590
"piece",2569
"pieced",31
"pieces",1621
"pied",3
"piercing",63
"piers",17
"pies",122
"pig",214
"pigeon",36
"pigeonhole",5
"pigging",6
"piggy",47
"pigment",20
"pigskin",6
"pik",4
"pikemen",2
"pile",363
"piled",100
"pillar",39
"pillars",43
"pillow",254
"pillows",149
"pills",179
"pilot",349
"pilots",141
"pin",254
"pinatas",2
"pinchhitter",20
"pinchrunner",9
"pine",172
"pineapple",153
"pines",37
"pink",962
"pins",150
"pinstripes",7
"pint",191
"pinterest",76
"pints",64
"pioneered",26
"pioneers",57
"pipe",277
"piped",44
"pipeline",245
"pipelines",48
"pipes",134
"piracy",45
"pirate",104
"pirates",86
"pisses",70
"pistachios",20
"pistol",76
"pit",302
"pitch",789
"pitched",322
"pitcher",418
"pitchers",205
"pitches",298
"pitching",401
"pitmaster",2
"pivots",13
"pix",74
"pizazz",8
"pizza",1103
"pizzeria",27
"pjs",25
"placards",21
"placating",3
"place",9337
"placed",989
"placement",140
"placements",26
"places",1887
"placing",217
"plagiarism",15
"plagiarized",4
"plague",90
"plagues",14
"plain",507
"plainclothes",11
"plains",34
"plaintiffs",100
"plan",4653
"plane",852
"planes",242
"planet",590
"planking",20
"planks",27
"planned",1256
"planning",1619
"plans",2894
"plant",1361
"plantbased",10
"planted",301
"planter",23
"planting",189
"plantings",30
"plants",988
"plasma",32
"plastered",34
"plastic",756
"plate",976
"plateau",31
"plateglass",3
"platelet",6
"plates",383
"platform",469
"platformer",2
"platinum",54
"platter",90
"play",9031
"playas",5
"played",3607
"player",2573
"playermanager",3
"players",3194
"playground",209
"playgrounds",34
"playin",117
"playing",4805
"playmakers",16
"playoff",771
"playoffs",898
"plays",1538
"plaything",7
"playwright",65
"plc",9
"plea",229
"pleaded",373
"pleading",71
"pleasant",317
"pleasantly",93
"pleasantries",10
"please",5073
"pleased",584
"pleasing",106
"pleasure",810
"pleasures",84
"pleated",14
"pledge",171
"pledged",157
"pledges",50
"plentiful",63
"plenty",1268
"plied",13
"plight",86
"plot",710
"plots",81
"plotted",24
"plows",10
"ploy",38
"pls",132
"plucked",42
"plucky",10
"plugged",66
"plugin",52
"plum",69
"plumber",47
"plump",39
"plunged",84
"plus",1504
"plying",11
"plywood",29
"plz",283
"plzz",34
"pm",8533
"pmpm",62
"poached",53
"poaching",14
"pocket",490
"pockets",267
"podcast",200
"podium",77
"poem",348
"poet",213
"poetic",101
"poetry",439
"poets",104
"point",6728
"pointandshoot",7
"pointed",624
"pointedly",15
"pointing",317
"points",3797
"pointy",26
"poison",159
"poisoning",88
"poker",262
"poland",5
"polar",64
"polarization",8
"pole",252
"polenta",41
"police",5121
"policeissued",2
"policeman",54
"policemen",44
"policies",648
"policy",1506
"policymakers",40
"polish",208
"polite",164
"politeness",18
"political",2783
"politically",276
"politician",203
"politicians",529
"politics",962
"poll",494
"polling",109
"polls",298
"pollutants",23
"polluted",41
"polluting",23
"pollution",177
"polos",12
"poly",17
"polygamy",18
"ponchos",11
"pond",165
"ponder",90
"pondering",69
"pong",54
"pongy",6
"ponies",25
"pontificating",5
"pontification",5
"pony",93
"poo",66
"poof",23
"pooh",11
"pookie",4
"pool",1109
"poor",1708
"poorer",48
"pop",1148
"popcorn",217
"popped",264
"popping",176
"pops",170
"popsicles",13
"popular",1641
"popularity",219
"populated",90
"population",959
"populist",37
"popup",49
"por",25
"porch",263
"pore",9
"pork",601
"porous",22
"port",217
"portable",121
"portfolio",227
"portfolios",50
"portion",556
"portions",165
"portland",41
"portrait",165
"portray",93
"portrayed",121
"portraying",51
"pose",216
"posing",108
"position",2084
"positioning",66
"positions",615
"positive",1538
"positively",121
"positivity",28
"possess",127
"possessed",81
"possesses",52
"possessing",53
"possession",449
"possessions",118
"possibilities",337
"possibility",666
"possible",3380
"possibly",1126
"possums",5
"post",5216
"postCivil",3
"postGames",2
"postal",68
"postapocalyptic",28
"postcards",55
"postcredits",4
"postdraft",4
"posted",1526
"poster",305
"posters",209
"postgame",83
"posthuman",3
"posthumanism",2
"posting",797
"postit",24
"postmarathon",2
"postpone",39
"postponed",111
"posts",1131
"postseason",293
"postsecondary",15
"posture",65
"postwedding",3
"pot",782
"potassium",36
"potato",427
"potatoes",565
"potatos",5
"potbellied",4
"potent",97
"potential",1794
"potentially",396
"pots",136
"potting",21
"poughkeepsie",2
"pounce",20
"pound",574
"pounder",35
"poundfeet",5
"pounds",959
"pour",329
"poured",225
"pouring",249
"pours",83
"poverty",378
"pow",13
"powder",548
"powdered",100
"powders",27
"power",4155
"powerball",2
"powerbroker",4
"powerful",1090
"powerhouse",78
"powerhouses",16
"powers",440
"powwow",8
"pp",226
"ppg",79
"ppl",1000
"practical",355
"practice",2250
"practiced",167
"practices",572
"practicing",218
"practising",16
"practitioners",89
"praise",408
"praises",67
"praising",46
"prank",67
"pray",762
"prayer",640
"prayers",485
"praying",339
"prays",24
"preach",116
"preached",59
"preacher",72
"precautions",40
"preceded",92
"precedence",13
"precinct",49
"precious",477
"precipitously",8
"precisely",175
"precision",85
"precludes",11
"preconceived",17
"preconceptions",13
"precooked",8
"precut",8
"predator",39
"predatory",38
"predestinate",3
"predict",243
"predictable",150
"predictably",28
"predicted",250
"predictions",104
"predicts",61
"predominantly",66
"predraft",17
"preedited",2
"preempted",10
"prefaced",6
"prefer",800
"preferably",100
"preferences",81
"preferential",19
"preferred",329
"preferring",41
"pregame",106
"pregnancy",336
"pregnant",613
"preheat",35
"preheated",37
"prejudice",84
"preliminary",189
"preloaded",11
"prematurely",45
"premier",137
"premiere",254
"premiered",41
"premise",138
"premises",68
"premium",230
"prenatal",31
"preordered",22
"preowned",5
"preparation",341
"prepare",694
"prepared",1119
"preparing",520
"preplanned",7
"preppy",15
"prerecorded",15
"prerogatives",6
"pres",31
"preschool",163
"preschools",8
"prescribe",41
"prescribed",102
"prescription",249
"preseason",163
"presence",959
"present",1881
"presentation",709
"presentations",173
"presented",766
"presenters",54
"presenting",265
"presents",458
"preservation",127
"preserve",267
"preserved",96
"preserves",51
"preside",20
"presided",38
"presidency",133
"president",2944
"presidential",739
"presidents",162
"presiding",28
"presold",3
"press",1340
"pressed",278
"presses",68
"pressing",227
"pressure",1357
"pressured",57
"pressuring",33
"prestige",39
"prestigious",111
"presumably",120
"presume",52
"presumed",52
"presumptive",47
"preteen",24
"pretend",352
"pretending",164
"pretense",29
"pretty",7141
"prevail",88
"prevalent",76
"prevent",819
"prevented",164
"preventing",170
"prevention",180
"preventive",60
"preview",236
"previous",1578
"previously",719
"prey",98
"preys",3
"price",2223
"priced",232
"priceless",130
"prices",1542
"pricey",107
"pricing",159
"prickly",22
"pricks",15
"pride",489
"priest",205
"priesthood",22
"priests",108
"primal",42
"primaries",98
"primarily",344
"primary",1103
"prime",419
"primitive",60
"principally",14
"principle",251
"principles",280
"print",839
"printed",343
"printer",128
"printers",54
"printing",226
"prints",217
"prior",649
"priorities",244
"priority",434
"prison",1164
"prisoners",194
"prisons",104
"pristine",54
"privacy",370
"private",1971
"privately",156
"privatesector",37
"privileged",80
"privy",27
"prize",646
"prized",61
"prizes",314
"pro",538
"proEU",4
"proSB",3
"proabortion",8
"proam",4
"prob",213
"probably",5165
"probation",214
"probing",33
"problem",3978
"problems",2589
"procedure",230
"procedures",250
"proceed",190
"proceeded",134
"proceedings",177
"proceeds",248
"process",3297
"processed",180
"processes",202
"processing",190
"procession",52
"processor",165
"prochoice",14
"proclaim",48
"proclaimed",77
"proclaiming",39
"procrastination",37
"procreation",11
"produce",1019
"produced",807
"producer",398
"produces",200
"producing",338
"product",1434
"production",1395
"productionvault",7
"productive",569
"products",1710
"prof",68
"profess",20
"professional",1169
"professionally",92
"professionals",345
"professor",717
"professors",151
"profile",736
"profiles",113
"profit",509
"profitable",167
"profitably",8
"profits",384
"profound",189
"profoundly",74
"profs",17
"prog",13
"prognosticator",4
"prognosticators",7
"program",4007
"programming",245
"programs",1531
"progress",1010
"progressed",75
"progressive",209
"prohibit",75
"prohibited",106
"prohibitive",21
"project",3720
"projectI",4
"projected",295
"projecting",34
"projects",1844
"prolife",32
"proliferated",3
"proliferation",31
"prolific",80
"prolly",77
"prom",371
"prominent",291
"promise",1086
"promised",616
"promises",409
"promising",277
"promo",215
"promote",612
"promoted",215
"promoters",32
"promotes",113
"promoting",313
"promotion",324
"promotional",97
"prompt",131
"prompted",247
"prompting",104
"promptly",119
"prompts",61
"prone",121
"pronounce",70
"pronounced",240
"pronunciation",20
"proof",483
"propaganda",125
"propeller",8
"propels",12
"proper",767
"properly",550
"properties",434
"property",1882
"propertybased",2
"proponents",74
"proportion",136
"proportionate",10
"proposal",913
"proposals",295
"propose",103
"proposed",974
"proposition",74
"proprietary",45
"proprietor",19
"pros",163
"prosecution",204
"prosecutions",37
"prosecutor",308
"prosecutors",568
"prospect",331
"prospecting",7
"prospects",257
"prosperity",133
"prosthetics",9
"prostitutes",71
"prostitution",90
"protect",1113
"protected",332
"protecting",307
"protection",626
"protective",152
"protector",45
"protects",96
"protein",385
"protest",457
"protestant",4
"protested",53
"protesters",375
"protesting",89
"protests",307
"prototyping",8
"proud",1883
"proudly",138
"prounion",4
"prove",773
"proved",448
"proven",351
"provenance",21
"proverb",45
"proverbial",44
"proves",182
"provide",2267
"provided",1205
"provider",182
"providers",214
"provides",876
"providing",744
"province",155
"proving",140
"provision",240
"provisional",32
"provokes",9
"provoking",41
"proxy",66
"prudently",3
"prune",43
"ps",167
"psyche",53
"psyched",62
"psychic",72
"psycho",32
"psychological",211
"psychologically",37
"psychologist",101
"psychology",138
"psychos",10
"pt",73
"pts",102
"pub",355
"public",5946
"publication",275
"publications",130
"publichealth",3
"publicise",3
"publicists",15
"publicly",463
"publicprivate",32
"publics",20
"publish",257
"published",1153
"publisher",310
"publishers",296
"publishing",462
"pubs",141
"puck",203
"pudding",183
"puddle",46
"puddles",31
"puff",96
"puffing",22
"puffs",37
"puffy",50
"puhlease",4
"puke",78
"puked",13
"pull",1238
"pulled",1251
"pulling",563
"pullover",5
"pulls",224
"pulmonary",17
"pulse",124
"pump",247
"pumped",306
"pumpin",5
"pumping",120
"pumpkin",256
"pumpkins",53
"pumps",100
"pun",97
"punch",539
"punched",210
"punches",105
"punching",101
"punctuated",53
"pundits",39
"punish",94
"punished",121
"punishing",56
"punishment",281
"punitive",46
"punk",279
"pupils",61
"puppies",112
"puppy",286
"purchase",1084
"purchased",630
"purchases",277
"purchasing",232
"pure",540
"purely",150
"purgatory",17
"purge",39
"purification",14
"purple",482
"purports",8
"purpose",1021
"purposes",327
"purrs",6
"purse",240
"pursue",406
"pursued",117
"pursuing",200
"pursuit",211
"purveyor",18
"purée",25
"push",1168
"pushback",11
"pushed",684
"pushes",108
"pushing",696
"put",9593
"puts",716
"putt",58
"putting",1737
"puzzle",176
"puzzles",65
"pw",6
"pyramids",20
"q",63
"qb",30
"quadriceps",8
"qualifications",68
"qualified",293
"qualify",317
"qualifying",141
"qualities",212
"quality",1792
"quantities",76
"quantity",125
"quarter",1676
"quarterback",775
"quarterbacks",147
"quarterfinals",57
"quarterly",122
"quarters",244
"quartet",57
"que",93
"queen",287
"queer",40
"queried",16
"quest",251
"question",3649
"questionable",164
"questioned",335
"questioning",250
"questions",2889
"queue",85
"quiche",24
"quick",1703
"quicker",160
"quickly",2149
"quickthinking",3
"quid",27
"quiet",1036
"quieter",51
"quietly",278
"quiets",5
"quilt",262
"quilting",84
"quilts",62
"quinoa",61
"quintet",20
"quipped",30
"quirks",28
"quirky",160
"quisling",2
"quit",641
"quite",4098
"quits",49
"quitter",10
"quitting",68
"quiz",118
"quizzes",21
"quo",108
"quote",793
"quoted",251
"quotes",366
"quoth",3
"quoting",88
"r",1424
"rabbi",27
"rabbits",69
"rabies",26
"race",2586
"racebased",2
"raced",91
"racer",24
"races",476
"rachet",7
"racial",321
"racially",63
"raciallymotivated",5
"racing",447
"racism",187
"racist",317
"rack",276
"racked",45
"racketeering",52
"racks",98
"racy",20
"radar",175
"radiating",18
"radiation",204
"radio",1495
"radioactive",94
"raffia",9
"raffle",87
"rage",261
"raided",62
"rail",393
"railings",19
"railroad",133
"railroads",29
"rails",75
"railway",53
"railyard",11
"rain",1960
"rainbow",190
"raincoat",10
"raindrops",16
"raining",315
"rainy",299
"raise",1334
"raised",1509
"raises",356
"raising",631
"raisins",91
"raking",14
"rallied",113
"rallies",87
"rally",493
"ram",17
"ramble",27
"ramblers",2
"ramifications",42
"rammed",16
"ramps",57
"ran",1828
"ranch",152
"rancher",20
"ranches",13
"ranching",7
"random",898
"randomly",217
"rang",134
"range",1284
"ranged",76
"rangers",55
"ranging",238
"rank",220
"ranked",350
"ranking",150
"rankings",176
"rankles",3
"ranks",328
"rant",132
"rantings",3
"rap",305
"rape",289
"rapes",33
"rapid",148
"rapidfire",11
"rapidly",237
"raping",48
"rapper",168
"rappers",86
"rapping",58
"rare",795
"rarely",583
"rash",77
"rashad",2
"ratchet",59
"rate",1951
"rated",202
"rates",1199
"rather",3762
"rating",372
"ratings",275
"ratio",179
"rational",148
"rationale",63
"rationality",16
"rationalize",19
"rattle",45
"rattled",60
"rattling",30
"raucous",44
"raved",25
"ravenous",15
"raw",534
"rays",89
"razor",74
"rcvd",3
"rd",1169
"re",21956
"reach",1662
"reachable",12
"reached",1287
"reaches",221
"reaching",468
"react",259
"reacted",72
"reacting",70
"reaction",617
"reactions",175
"reactor",191
"reactors",111
"read",6892
"readathon",9
"reader",708
"readers",1081
"readily",147
"readiness",37
"reading",3704
"readings",118
"reads",418
"ready",5375
"reair",3
"real",6727
"realest",7
"realfood",2
"realise",217
"realistic",279
"realities",101
"reality",1602
"realization",117
"realizations",15
"realize",1799
"realized",1393
"realizes",122
"realizing",241
"reallife",101
"really",21069
"realworld",36
"reams",9
"reap",71
"reaping",23
"rear",239
"rearfacing",4
"rearing",27
"rearrange",17
"rears",13
"reason",3896
"reasonable",473
"reasonably",162
"reasoned",28
"reasoning",121
"reasons",1445
"reassuring",62
"rebar",4
"reboot",38
"rebound",170
"rebounds",476
"rebrand",6
"rebranded",10
"rebuild",158
"rebuilding",116
"rebutted",4
"recall",593
"recalled",360
"recalling",51
"recalls",183
"recap",101
"recaptured",8
"receipt",87
"receipts",76
"receive",1484
"received",2442
"receiver",443
"receivers",162
"receives",186
"receiving",615
"recent",2955
"recently",2738
"receptacle",7
"reception",311
"receptors",18
"recess",83
"recession",472
"recieved",27
"reciever",2
"recipe",1498
"recipes",691
"recipient",116
"recipients",137
"reckless",118
"recklessness",11
"reckon",52
"reckoning",24
"reclaim",65
"recognise",76
"recognition",302
"recognizable",65
"recognize",573
"recognized",434
"recognizes",97
"recommend",919
"recommendation",270
"recommendations",425
"recommended",501
"reconcile",39
"reconsider",75
"reconstructions",3
"record",3055
"recorded",664
"recording",622
"records",1371
"recounted",40
"recouped",10
"recouping",6
"recover",298
"recovered",294
"recovering",222
"recovery",641
"recreation",146
"recruit",188
"recruiting",262
"recurve",2
"red",2844
"redacting",4
"redbrown",2
"redcurrants",2
"redefine",36
"redefining",16
"redemption",93
"redesign",74
"redesigned",33
"redeveloped",11
"redevelopment",112
"rediculousness",3
"redirect",29
"rediscovered",25
"redistricting",63
"redrafting",3
"redressing",2
"reds",78
"reduce",874
"reduced",539
"reducedsodium",3
"reducing",270
"reduction",261
"reductions",130
"reed",20
"reef",27
"reel",73
"reelection",276
"reeling",45
"reenactment",20
"reeses",6
"refer",311
"reference",599
"references",215
"referendum",151
"referrals",60
"referred",434
"referring",432
"refers",176
"refill",44
"refinancing",35
"refine",39
"refined",98
"refinement",13
"reflect",451
"reflection",257
"reflects",229
"reform",660
"reforms",254
"reformulated",8
"refreshed",58
"refreshing",312
"refrigerate",87
"refrigerated",46
"refrigerator",192
"refs",143
"refuge",107
"refugee",60
"refunds",60
"refurbish",7
"refuse",326
"refused",578
"refuses",136
"refusing",144
"regaining",27
"regard",294
"regarded",157
"regarding",673
"regardless",456
"regards",176
"reggae",63
"regime",276
"regimen",49
"region",1059
"regional",546
"register",436
"registered",409
"registration",346
"registry",67
"regret",419
"regrets",127
"regular",1671
"regularly",522
"regularseason",104
"regulated",75
"regulation",231
"regulations",410
"regulators",233
"regurgitate",3
"rehabilitation",110
"rehearsal",254
"rehearsals",66
"reign",128
"reigning",68
"reigns",35
"reimagines",4
"reimburses",6
"rein",58
"reindeer",33
"reinforces",41
"reinforcing",22
"reinker",4
"reinstall",11
"reinventing",28
"reinvigorating",2
"reiterated",64
"reiterates",12
"reject",171
"rejected",430
"rejecting",67
"rejects",72
"rejoining",8
"relate",289
"related",1036
"relates",96
"relation",165
"relations",333
"relationship",2009
"relationships",735
"relative",341
"relatively",603
"relatives",329
"relax",434
"relaxed",223
"relaxers",5
"relaxing",303
"relay",222
"relayed",27
"release",2105
"released",1968
"releases",294
"releasing",210
"relentless",117
"relentlessly",50
"relevant",444
"reliable",223
"reliably",36
"reliance",65
"reliant",32
"relied",119
"relief",620
"relieve",96
"relieved",181
"reliever",96
"relievers",35
"relieving",21
"religion",579
"religions",104
"religious",882
"relinquish",31
"relived",7
"relocate",67
"relocating",48
"relocation",63
"reluctant",184
"reluctantly",59
"rely",365
"relying",104
"remain",1293
"remainder",140
"remained",599
"remaining",914
"remains",1273
"remake",130
"remark",82
"remarkable",321
"remarkably",115
"remarked",57
"remarks",271
"rematch",61
"remedied",7
"remedy",114
"remember",4213
"remembered",550
"remembering",198
"remembers",244
"remembrance",57
"remind",568
"reminded",624
"reminder",415
"reminding",157
"reminds",534
"reminiscent",99
"remix",108
"remodel",63
"remorse",61
"remote",270
"removal",223
"remove",746
"removed",782
"removes",69
"renaissance",39
"renamed",76
"rendered",107
"rendering",57
"rendition",90
"renew",114
"renewable",135
"renewal",145
"renewed",226
"renewing",35
"renews",5
"renounce",10
"renouncing",7
"renovation",139
"renovations",76
"renowned",95
"rent",464
"rental",297
"rentals",76
"rented",137
"renting",101
"rents",96
"reopening",37
"reorganization",40
"reorganize",27
"repaid",44
"repair",405
"repairs",209
"repatriation",10
"repeal",133
"repeat",526
"repeated",277
"repeatedly",401
"repel",12
"repentance",40
"repercussions",39
"repertoire",60
"repetitive",71
"replace",719
"replaced",584
"replacement",327
"replacements",38
"replant",9
"replay",133
"replays",22
"replenished",9
"replica",67
"replicas",12
"replied",414
"replies",114
"reply",574
"report",3149
"reported",1846
"reportedly",273
"reporter",445
"reporters",577
"reporting",535
"reports",1406
"repose",5
"reposition",6
"repository",26
"repotted",5
"represent",556
"representation",152
"representative",298
"represented",410
"representing",374
"represents",515
"reptilian",17
"republic",37
"republicans",24
"republish",9
"repurposed",24
"reputable",40
"reputation",507
"request",988
"requested",331
"requesting",108
"requests",424
"require",976
"required",1375
"requirement",270
"requirements",416
"requires",802
"requiring",263
"reread",97
"rereading",33
"rescheduled",42
"rescinding",5
"rescue",415
"rescued",122
"rescuers",26
"research",2079
"researched",80
"researchers",372
"researching",138
"resemblance",59
"resembled",51
"resentful",14
"resentment",66
"resentments",10
"reservation",129
"reservations",246
"reserve",286
"reserved",231
"reshaped",12
"residences",27
"residency",73
"resident",680
"residential",289
"residents",1603
"resign",163
"resigned",253
"resilience",54
"resilient",61
"resin",29
"resist",343
"resistance",225
"resistant",66
"resisted",84
"resized",5
"resold",11
"resolute",18
"resolution",417
"resolutions",162
"resolve",244
"resolved",204
"resonance",28
"resonate",47
"resonates",42
"resort",342
"resorted",28
"resortstyle",3
"resource",335
"resourceful",26
"resources",980
"respect",1338
"respectability",7
"respectably",2
"respected",237
"respectful",102
"respecting",32
"respective",152
"respectively",179
"respects",103
"respiratory",52
"respite",36
"respond",791
"responded",627
"respondents",72
"responding",245
"response",1531
"responses",245
"responsibilities",180
"responsibility",748
"responsible",841
"rest",3906
"restart",89
"restaurant",1888
"restaurants",904
"resting",154
"restitution",67
"restless",82
"restoration",118
"restorative",10
"restore",252
"restored",260
"restrained",52
"restraint",92
"restrict",66
"restriction",53
"restrictions",247
"restricts",25
"restructure",34
"restructuring",114
"rests",75
"result",1862
"resulted",311
"resulting",282
"results",1749
"resume",410
"resumes",91
"resurrect",20
"resurrection",106
"retail",552
"retailer",149
"retailers",295
"retainer",20
"retaining",62
"retains",61
"retake",27
"retarded",109
"retellings",6
"retention",55
"retired",699
"retirees",95
"retirement",632
"retires",36
"retitled",5
"retooled",9
"retreat",198
"retrial",16
"retrieve",63
"retrievers",4
"return",2637
"returned",1220
"returning",578
"returns",587
"retweet",477
"retweeted",99
"retweeting",71
"retweets",87
"reunion",180
"reunite",42
"reunited",88
"revamp",46
"reveal",401
"revealed",586
"revealing",183
"reveals",282
"revel",30
"revelation",147
"revelers",15
"revenge",176
"revenue",986
"revenues",245
"reverse",251
"reversed",121
"reversing",38
"review",1638
"reviewed",255
"reviewer",63
"reviewers",62
"reviewing",209
"reviews",602
"revised",141
"revisions",67
"revitalize",36
"revival",98
"revive",101
"revived",49
"revocation",11
"revolt",37
"revolution",236
"revolutionary",114
"revolve",43
"revolvers",2
"reward",396
"rewarded",136
"rewarding",155
"rewards",195
"rewrite",66
"rewriting",36
"rewritten",25
"rhetoric",145
"rhianna",2
"rhinestones",32
"rhododendrons",4
"rhubarb",58
"rhymes",60
"rhythm",206
"rib",115
"ribbon",367
"ribbons",98
"ribeye",17
"ribs",213
"rice",705
"rich",1286
"richard",6
"riches",83
"richest",70
"richie",6
"richly",50
"ricky",15
"ricotta",68
"rid",530
"ridden",52
"riddle",20
"ride",1737
"rider",101
"riders",179
"rides",289
"ridges",11
"ridicule",42
"ridiculous",605
"ridiculously",138
"riding",632
"riffs",46
"rifle",113
"rifles",48
"rift",33
"rigatoni",6
"rigged",44
"right",18895
"righteous",102
"rightfully",50
"righthanded",38
"righthander",105
"righthanders",9
"rights",1672
"rigorous",91
"rim",130
"ring",815
"ringed",16
"ringfenced",2
"ringing",127
"rings",302
"rink",66
"rinse",80
"rinsed",24
"riots",92
"rip",212
"ripmca",2
"ripoff",17
"ripped",233
"ripples",21
"rips",34
"rise",1033
"risen",170
"rising",604
"risk",1461
"risks",382
"risky",161
"rite",179
"ritual",167
"rival",310
"rivalry",132
"rivals",208
"river",694
"rivers",153
"riveting",50
"rn",22
"road",2601
"roads",503
"roadway",55
"roams",9
"roar",67
"roaring",75
"roast",229
"roasted",321
"roaster",9
"roasting",96
"rob",91
"robbed",132
"robberies",34
"robbery",255
"robbing",46
"robe",54
"robes",39
"robot",140
"robotic",43
"robust",134
"rock",1952
"rocked",205
"rocker",51
"rocket",146
"rockin",135
"rocking",280
"rocks",468
"rod",101
"rode",201
"rodeo",39
"role",2073
"roleplaying",27
"roles",397
"roll",1157
"rolled",423
"roller",189
"rolling",563
"rolls",396
"romance",415
"romantic",459
"roof",601
"rooftops",32
"rookie",407
"room",5968
"roomate",9
"roommate",196
"roommates",89
"rooms",732
"roomy",26
"roost",18
"rooster",34
"root",423
"rooted",127
"rooting",170
"roots",393
"rope",163
"rose",1072
"rosemary",97
"roses",232
"rosescented",2
"rosettes",7
"rosewater",7
"roshon",3
"roster",410
"rot",58
"rotation",234
"rotting",49
"rough",565
"roughly",546
"round",2477
"rounded",133
"rounds",340
"route",685
"routes",198
"routine",555
"routinely",139
"row",850
"rowdy",41
"rows",180
"royal",186
"royals",25
"royalties",48
"royalty",87
"rpg",41
"rpm",18
"rst",6
"rt",167
"rubbed",96
"rubber",274
"rubbish",75
"rubble",55
"rubella",6
"rubs",48
"rude",302
"rue",24
"ruffles",13
"rug",128
"rugged",73
"ruin",310
"ruining",93
"ruins",128
"rule",1036
"rulebreaking",3
"ruled",421
"rulers",61
"rules",1652
"ruling",558
"rum",111
"rumbles",5
"rumbling",30
"rumblings",17
"rummy",6
"rumor",121
"rumors",239
"rumour",13
"rumours",27
"run",6827
"runaround",8
"runner",267
"runners",366
"runnerup",78
"running",4085
"runny",44
"runoff",69
"runofthemill",12
"runs",2122
"runup",35
"rural",362
"rush",519
"rushed",285
"rushers",23
"rushing",235
"russell",3
"rusty",87
"ruthlessly",11
"rva",14
"s",162748
"sa",30
"sabotage",43
"sabotaging",9
"saccharine",6
"sacking",11
"sacks",155
"sacred",185
"sacrifice",406
"sacrificed",62
"sad",2152
"saddle",64
"sadistic",26
"sadly",300
"sadness",216
"safe",2010
"safely",298
"safer",202
"safety",1546
"sage",105
"sags",6
"said",60735
"sail",78
"sailed",60
"sailors",57
"sails",39
"saints",84
"sake",424
"salacious",13
"salad",914
"salaries",217
"salary",520
"sale",1695
"sales",2346
"salesman",71
"salesperson",13
"saline",12
"salmon",352
"salon",185
"salsa",217
"salt",1056
"salting",3
"salts",52
"salty",147
"saltysweet",3
"salvation",179
"same",11150
"sameday",8
"samesex",248
"sample",404
"samples",347
"sanctified",9
"sanctions",159
"sanctity",36
"sand",439
"sandaled",2
"sandals",90
"sandcastle",4
"sands",38
"sandstone",22
"sandstorm",3
"sandwich",530
"sandwiches",313
"sane",109
"sanford",2
"sang",324
"sanitation",42
"sanity",122
"sank",93
"sans",58
"santa",31
"sardine",10
"sassy",62
"sat",1193
"satin",61
"satire",47
"satirical",32
"satisfaction",191
"satisfactory",37
"satisfied",310
"satisfies",28
"satisfy",179
"satisfying",226
"saturated",161
"saturday",227
"sauce",1283
"sauced",8
"saucepan",129
"sauces",82
"sausage",262
"saute",62
"sauté",34
"sauvignon",17
"save",2211
"saved",692
"saves",249
"saving",541
"savings",579
"savior",51
"savour",16
"savvy",115
"saw",5487
"say",16750
"sayI",10
"sayin",215
"saying",4404
"sayings",31
"says",10351
"sc",142
"scale",581
"scales",83
"scallions",34
"scallops",81
"scan",145
"scandal",345
"scandals",72
"scanner",47
"scanners",31
"scarcity",26
"scare",225
"scared",840
"scares",127
"scarf",110
"scarily",6
"scaring",41
"scarlet",32
"scary",678
"scatter",24
"scavengers",6
"scenario",306
"scenariobased",2
"scene",1935
"scenery",135
"scenes",670
"scent",195
"scented",38
"sched",7
"schedule",1168
"scheduled",1218
"schedules",144
"scheduling",131
"scheme",388
"schemes",89
"schmancy",6
"scholar",98
"scholarship",306
"scholarships",155
"school",11752
"schooled",44
"schools",2673
"schtick",6
"science",1078
"sciences",57
"scientific",328
"scientist",193
"scientists",336
"scifi",104
"scissors",107
"scms",8
"scones",42
"scooter",58
"scope",218
"score",1298
"scoreboard",67
"scorecards",5
"scored",1394
"scoreless",133
"scorer",96
"scores",584
"scoring",597
"scott",13
"scout",112
"scouts",103
"scrambled",79
"scrambles",15
"scrambling",85
"scrap",184
"scrapping",41
"scrappy",33
"scratch",300
"scratched",59
"scratching",56
"scratchy",23
"scream",311
"screaming",425
"screams",118
"screech",13
"screeching",25
