"ngram_full","ngram_tail","ngram_head","freq"
"to see you I think","think","to see you I",3
"to see you all there","there","to see you all",8
"to see you at one","one","to see you at",2
"to seeing what you come","come","to seeing what you",2
"to seeing you in the","the","to seeing you in",3
"to seven years in federal","federal","to seven years in",2
"to share it with the","the","to share it with",4
"to share one of my","my","to share one of",2
"to share with you all","all","to share with you",11
"to share with you some","some","to share with you",6
"to share with you today","today","to share with you",13
"to show up at the","the","to show up at",3
"to spend a lot of","of","to spend a lot",20
"to spend it with the","the","to spend it with",2
"to spend the evening with","with","to spend the evening",3
"to spend the rest of","of","to spend the rest",20
"to spend time with him","him","to spend time with",2
"to start a new blog","blog","to start a new",2
"to start thinking about your","your","to start thinking about",2
"to stay as close to","to","to stay as close",2
"to stay at a hotel","hotel","to stay at a",2
"to step in and take","take","to step in and",3
"to step up and take","take","to step up and",2
"to stop singing in the","the","to stop singing in",2
"to support and love a","a","to support and love",2
"to surrender the casino s","s","to surrender the casino",3
"to take a moment to","to","to take a moment",15
"to take care of her","her","to take care of",14
"to take him to the","the","to take him to",5
"to take in all of","of","to take in all",3
"to take more time to","to","to take more time",2
"to take my kids out","out","to take my kids",2
"to take off our jackets","jackets","to take off our",2
"to take part in the","the","to take part in",14
"to take the ball from","from","to take the ball",2
"to take the exam for","for","to take the exam",2
"to take the lead this","this","to take the lead",2
"to take them to the","the","to take them to",2
"to talk about I m","m","to talk about I",3
"to talk about it and","and","to talk about it",5
"to talk to her I","I","to talk to her",3
"to talk to us about","about","to talk to us",2
"to tell me that he","he","to tell me that",3
"to tell me that the","the","to tell me that",2
"to tell me what to","to","to tell me what",5
"to tell you about their","their","to tell you about",2
"to tell you all about","about","to tell you all",7
"to tell you that you","you","to tell you that",8
"to the American Red Cross","Cross","to the American Red",3
"to the Catholic Church and","and","to the Catholic Church",2
"to the Final Four and","and","to the Final Four",5
"to the Missouri Department of","of","to the Missouri Department",6
"to the National Conference of","of","to the National Conference",6
"to the New England Patriots","Patriots","to the New England",4
"to the New Jersey Department","Department","to the New Jersey",3
"to the New York Jets","Jets","to the New York",6
"to the Syria conflict that","that","to the Syria conflict",2
"to the US last year","year","to the US last",2
"to the University of MissouriColumbia","MissouriColumbia","to the University of",2
"to the Van Halen concert","concert","to the Van Halen",2
"to the amusement of the","the","to the amusement of",2
"to the back of the","the","to the back of",32
"to the company s decision","decision","to the company s",3
"to the end of each","each","to the end of",2
"to the event and at","at","to the event and",2
"to the father of the","the","to the father of",2
"to the forefront of the","the","to the forefront of",2
"to the good old days","days","to the good old",7
"to the head of the","the","to the head of",7
"to the highest bidder to","to","to the highest bidder",2
"to the library in the","the","to the library in",2
"to the media in the","the","to the media in",2
"to the national title game","game","to the national title",2
"to the question of whether","whether","to the question of",2
"to the rest of our","our","to the rest of",2
"to the rest of the","the","to the rest of",53
"to the rest of us","us","to the rest of",4
"to the right of the","the","to the right of",12
"to the show last night","night","to the show last",3
"to the source of the","the","to the source of",2
"to the start of the","the","to the start of",10
"to the state Supreme Court","Court","to the state Supreme",8
"to the way you dress","dress","to the way you",6
"to the work of art","art","to the work of",2
"to their children about the","the","to their children about",2
"to think that there was","was","to think that there",2
"to those affected by the","the","to those affected by",2
"to those who have recently","recently","to those who have",2
"to today Omg I hope","hope","to today Omg I",3
"to try and fit in","in","to try and fit",2
"to try and stop it","it","to try and stop",2
"to try out my new","new","to try out my",2
"to vote for your favorite","favorite","to vote for your",4
"to wait as long as","as","to wait as long",2
"to walk away from their","their","to walk away from",3
"to want to go to","to","to want to go",2
"to what they have to","to","to what they have",2
"to win VIP seats to","to","to win VIP seats",2
"to win a free vacation","vacation","to win a free",2
"to win a playoff game","game","to win a playoff",2
"to win the World Series","Series","to win the World",6
"to women by watching your","your","to women by watching",6
"to work on my game","game","to work on my",2
"to work out how to","to","to work out how",4
"to work with so many","many","to work with so",4
"to work with what you","you","to work with what",3
"to write a letter to","to","to write a letter",6
"to you I m not","not","to you I m",2
"to you This is a","a","to you This is",3
"to you too That is","is","to you too That",2
"to your blog or online","online","to your blog or",2
"today Can t wait till","till","today Can t wait",2
"today Come into the B","B","today Come into the",2
"today Hope you enjoyed the","the","today Hope you enjoyed",2
"today I am going to","to","today I am going",5
"today I can t wait","wait","today I can t",11
"today I d love to","to","today I d love",2
"today I hope I get","get","today I hope I",3
"today I ve created a","a","today I ve created",2
"today Omg I hope it","it","today Omg I hope",3
"today We can t wait","wait","today We can t",2
"today You don t have","have","today You don t",4
"today because you never know","know","today because you never",2
"today for the first time","time","today for the first",13
"today runs from am pm","pm","today runs from am",2
"told Congress in that he","he","told Congress in that",2
"told The Associated Press on","on","told The Associated Press",7
"told her I wasn t","t","told her I wasn",2
"told me recently that he","he","told me recently that",3
"told me that one of","of","told me that one",2
"told me to call my","my","told me to call",2
"told to Plain Dealer Reporter","Reporter","told to Plain Dealer",5
"tomorrow I m going to","to","tomorrow I m going",8
"tomorrow Learn as if you","you","tomorrow Learn as if",2
"tomorrow Thanks for the mention","mention","tomorrow Thanks for the",3
"too What is going on","on","too What is going",2
"too busy with his own","own","too busy with his",2
"too early to panic but","but","too early to panic",2
"too good to be true","true","too good to be",25
"too much to talk about","about","too much to talk",3
"took a big jump a","a","took a big jump",2
"took it upon himself to","to","took it upon himself",3
"toothpick inserted in the center","center","toothpick inserted in the",5
"top of his lungs I","I","top of his lungs",2
"top of the sixth inning","inning","top of the sixth",2
"topped with whipped cream and","and","topped with whipped cream",3
"touchdown passes from her they","they","touchdown passes from her",2
"towards the front of the","the","towards the front of",4
"traded in his formal wear","wear","traded in his formal",2
"trending on twitter right now","now","trending on twitter right",2
"trial is expected to last","last","trial is expected to",2
"trial last July ended in","in","trial last July ended",2
"trick is can they do","do","trick is can they",2
"true love never did run","run","true love never did",2
"truth of the gospel I","I","truth of the gospel",2
"truth when he says he","he","truth when he says",2
"try to be all in","in","try to be all",2
"try to catch up on","on","try to catch up",2
"try to create an environment","environment","try to create an",2
"try to focus on the","the","try to focus on",2
"try to make the best","best","try to make the",2
"try to stay in the","the","try to stay in",2
"try to take the ball","ball","try to take the",2
"trying to figure out ways","ways","trying to figure out",2
"trying to find ways to","to","trying to find ways",4
"trying to get into a","a","trying to get into",5
"trying to lose weight and","and","trying to lose weight",2
"trying to take pictures of","of","trying to take pictures",2
"trying to tell me that","that","trying to tell me",2
"trying to tell me what","what","trying to tell me",3
"trying to work on my","my","trying to work on",2
"turn a blind eye to","to","turn a blind eye",8
"turn out to be so","so","turn out to be",2
"turned out to be a","a","turned out to be",62
"turns out to be a","a","turns out to be",19
"tweets I believe in the","the","tweets I believe in",2
"twice during the regular season","season","twice during the regular",2
"twice in the last week","week","twice in the last",2
"twins a boy and a","a","twins a boy and",2
"two birds with one stone","stone","two birds with one",3
"two let my love take","take","two let my love",6
"two longstanding clients Added case","case","two longstanding clients Added",2
"two runs on four hits","hits","two runs on four",2
"two weeks I am not","not","two weeks I am",2
"two years ago and has","has","two years ago and",2
"two years in a row","row","two years in a",6
"u I m going to","to","u I m going",2
"u can u follow me","me","u can u follow",3
"u like some info on","on","u like some info",2
"under a federal law that","that","under a federal law",2
"under my skin I d","d","under my skin I",2
"under the influence of alcohol","alcohol","under the influence of",13
"understand what the big deal","deal","understand what the big",2
"understand what they were saying","saying","understand what they were",4
"understand why some people are","are","understand why some people",2
"underwent Tommy John surgery in","in","underwent Tommy John surgery",2
"unemployment benefits fell last week","week","unemployment benefits fell last",4
"until a toothpick inserted in","in","until a toothpick inserted",5
"until the very end and","and","until the very end",2
"up and do the same","same","up and do the",3
"up and down the field","field","up and down the",3
"up and down the highway","highway","up and down the",2
"up and ready to go","go","up and ready to",12
"up for election this year","year","up for election this",3
"up for the state s","s","up for the state",3
"up in the middle of","of","up in the middle",37
"up on the line of","of","up on the line",2
"up the hill to the","the","up the hill to",5
"up the least amount of","of","up the least amount",2
"up the majority of the","the","up the majority of",3
"up to eggs a day","day","up to eggs a",2
"up to hours a week","week","up to hours a",2
"up to me and ask","ask","up to me and",2
"up to speed on the","the","up to speed on",6
"up to the plate and","and","up to the plate",9
"up to the th floor","floor","up to the th",2
"up to us to make","make","up to us to",2
"up to years in prison","prison","up to years in",36
"up with a lot of","of","up with a lot",6
"up with the idea of","of","up with the idea",11
"us and local sponsor at","at","us and local sponsor",2
"us if you d like","like","us if you d",2
"us know how we can","can","us know how we",7
"us know if we can","can","us know if we",21
"us know if you have","have","us know if you",20
"us know what you want","want","us know what you",2
"us to be able to","to","us to be able",5
"us to be happy and","and","us to be happy",2
"used by the city during","during","used by the city",2
"vanilla ice cream or whipped","whipped","vanilla ice cream or",2
"vast majority of the time","time","vast majority of the",2
"ve been thinking about it","it","ve been thinking about",6
"ve been through with somebody","somebody","ve been through with",2
"ve been told I look","look","ve been told I",2
"ve been up to I","I","ve been up to",2
"ve been working with the","the","ve been working with",2
"ve come a long way","way","ve come a long",9
"ve done quite a bit","bit","ve done quite a",2
"ve gone back and forth","forth","ve gone back and",2
"ve got a ton of","of","ve got a ton",3
"ve got to do is","is","ve got to do",2
"ve heard some rumors about","about","ve heard some rumors",2
"ve never been so happy","happy","ve never been so",2
"ve never seen a city","city","ve never seen a",2
"ve won a Tier prize","prize","ve won a Tier",2
"ve won a raffle prize","prize","ve won a raffle",3
"vegetable very layered very challenging","challenging","vegetable very layered very",2
"very challenging very rewarding and","and","very challenging very rewarding",2
"very difficult to get a","a","very difficult to get",5
"very hard question to answer","answer","very hard question to",2
"very important for me to","to","very important for me",2
"very layered very challenging very","very","very layered very challenging",2
"very much a part of","of","very much a part",3
"very much thank you for","for","very much thank you",2
"very near and dear to","to","very near and dear",3
"very sweet of you to","to","very sweet of you",2
"viability closer and closer to","to","viability closer and closer",2
"vice president in charge of","of","vice president in charge",2
"vice president of sales and","and","vice president of sales",5
"video projects for two longstanding","longstanding","video projects for two",2
"vote and leave a comment","comment","vote and leave a",2
"voted to raise the debt","debt","voted to raise the",2
"voters to get to know","know","voters to get to",2
"w Lisa Morales Graham Wilkinson","Wilkinson","w Lisa Morales Graham",2
"wait as long as possible","possible","wait as long as",2
"wait for the next one","one","wait for the next",8
"wait to get home to","to","wait to get home",4
"wait to get my hands","hands","wait to get my",6
"wait to see all of","of","wait to see all",8
"wait to see how the","the","wait to see how",2
"wait to see it in","in","wait to see it",3
"wait to see the whole","whole","wait to see the",2
"wait to see what the","the","wait to see what",13
"wait to see you all","all","wait to see you",4
"wait to see you on","on","wait to see you",15
"wait to share it with","with","wait to share it",6
"wait to try out my","my","wait to try out",2
"waiting for the bus to","to","waiting for the bus",2
"waiting for the right time","time","waiting for the right",2
"waking up in the middle","middle","waking up in the",9
"walked out and it was","was","walked out and it",2
"walking down the street or","or","walking down the street",2
"wanna go back to school","school","wanna go back to",4
"want it to be perfect","perfect","want it to be",2
"want to be a great","great","want to be a",4
"want to be more than","than","want to be more",4
"want to be on a","a","want to be on",6
"want to be part of","of","want to be part",21
"want to be seen in","in","want to be seen",2
"want to do all the","the","want to do all",2
"want to get back there","there","want to get back",2
"want to get into the","the","want to get into",5
"want to get it done","done","want to get it",2
"want to get rid of","of","want to get rid",9
"want to get to the","the","want to get to",5
"want to go to school","school","want to go to",22
"want to let it go","go","want to let it",2
"want to make it to","to","want to make it",2
"want to play the game","game","want to play the",3
"want to see this Just","Just","want to see this",2
"want to share with you","you","want to share with",6
"want to waste my time","time","want to waste my",2
"wanted to do this in","in","wanted to do this",2
"wanted to do with my","my","wanted to do with",5
"wanted to get out of","of","wanted to get out",2
"wanted to give it a","a","wanted to give it",9
"wanted to go to the","the","wanted to go to",14
"wanted to make a good","good","wanted to make a",2
"wanted to make sure that","that","wanted to make sure",10
"wanted to say that I","I","wanted to say that",4
"wanted to talk about how","how","wanted to talk about",2
"wanted to tell you that","that","wanted to tell you",7
"wants to be a detective","detective","wants to be a",2
"wants to bring me a","a","wants to bring me",2
"wants to go to the","the","wants to go to",7
"wants us to be happy","happy","wants us to be",8
"warm or at room temperature","temperature","warm or at room",6
"wars in Iraq and Afghanistan","Afghanistan","wars in Iraq and",14
"wars of aggression and drone","drone","wars of aggression and",2
"was I had a lot","lot","was I had a",2
"was a choice but falling","falling","was a choice but",6
"was a long time coming","coming","was a long time",5
"was a matter of time","time","was a matter of",3
"was a member of the","the","was a member of",37
"was a pretty good day","day","was a pretty good",2
"was able to get another","another","was able to get",2
"was able to get some","some","was able to get",2
"was also one of the","the","was also one of",5
"was always a guy that","that","was always a guy",2
"was always going to be","be","was always going to",9
"was always on hand to","to","was always on hand",2
"was an uproar in the","the","was an uproar in",2
"was back in June when","when","was back in June",2
"was being held in the","the","was being held in",5
"was born and raised in","in","was born and raised",17
"was born on leap year","year","was born on leap",2
"was chosen as one of","of","was chosen as one",2
"was closer than the judges","judges","was closer than the",3
"was created in the image","image","was created in the",2
"was easy for me to","to","was easy for me",2
"was ever honored for what","what","was ever honored for",3
"was fate becoming your friend","friend","was fate becoming your",6
"was fortunate enough to be","be","was fortunate enough to",3
"was fortunate enough to get","get","was fortunate enough to",2
"was going to take a","a","was going to take",6
"was going to try to","to","was going to try",5
"was great to meet you","you","was great to meet",22
"was having so much fun","fun","was having so much",2
"was injured in either fire","fire","was injured in either",2
"was just a kid and","and","was just a kid",2
"was just thinking the same","same","was just thinking the",7
"was just weeks away from","from","was just weeks away",2
"was like I need to","to","was like I need",2
"was like a scene from","from","was like a scene",2
"was looking forward to the","the","was looking forward to",10
"was meant to be a","a","was meant to be",4
"was nice to meet you","you","was nice to meet",4
"was not as good as","as","was not as good",2
"was on her way home","home","was on her way",2
"was once again busy But","But","was once again busy",2
"was quoted as saying We","We","was quoted as saying",2
"was really neat to see","see","was really neat to",2
"was sentenced to months in","in","was sentenced to months",17
"was sentenced to seven years","years","was sentenced to seven",3
"was so great about it","it","was so great about",2
"was so happy to hear","hear","was so happy to",2
"was so much fun We","We","was so much fun",2
"was something that had to","to","was something that had",2
"was something to do with","with","was something to do",2
"was suspended for two games","games","was suspended for two",4
"was the best day ever","ever","was the best day",2
"was the center of the","the","was the center of",2
"was the first time I","I","was the first time",32
"was the first time she","she","was the first time",5
"was the focus of a","a","was the focus of",3
"was the head of the","the","was the head of",2
"was the last time you","you","was the last time",25
"was the owner of the","the","was the owner of",3
"was the perfect way to","to","was the perfect way",2
"was the player game or","or","was the player game",2
"was the second in two","two","was the second in",2
"was the victim of a","a","was the victim of",7
"was very good There were","were","was very good There",2
"was written by someone who","who","was written by someone",2
"was your favorite part of","of","was your favorite part",6
"wasn t crazy about the","the","wasn t crazy about",3
"wasn t feeling well He","He","wasn t feeling well",2
"wasn t feeling well and","and","wasn t feeling well",3
"wasn t involved in the","the","wasn t involved in",7
"watching your weight and paying","paying","watching your weight and",6
"way its going to be","be","way its going to",3
"way more than I do","do","way more than I",2
"way of knowing whether or","or","way of knowing whether",2
"way of looking at it","it","way of looking at",5
"way of looking at things","things","way of looking at",2
"way they did in the","the","way they did in",2
"way to do it is","is","way to do it",3
"way to find out what","what","way to find out",3
"way to get to know","know","way to get to",4
"way to let people know","know","way to let people",2
"way to look at it","it","way to look at",5
"way to make a room","room","way to make a",2
"way to start a new","new","way to start a",2
"way to start the day","day","way to start the",30
"way to the back of","of","way to the back",2
"ways Davis said The trick","trick","ways Davis said The",2
"ways to improve the system","system","ways to improve the",2
"we all look forward to","to","we all look forward",2
"we are And if we","we","we are And if",2
"we are all going to","to","we are all going",6
"we are going to continue","continue","we are going to",4
"we are going to find","find","we are going to",2
"we are going to make","make","we are going to",3
"we are in charge of","of","we are in charge",2
"we are not aware of","of","we are not aware",2
"we are starting to see","see","we are starting to",4
"we came up with the","the","we came up with",6
"we can always hope for","for","we can always hope",2
"we can answer any questions","questions","we can answer any",2
"we can get on with","with","we can get on",2
"we can go on our","our","we can go on",3
"we can help with a","a","we can help with",3
"we can help you get","get","we can help you",2
"we can t have nice","nice","we can t have",2
"we couldn t do it","it","we couldn t do",3
"we did a good job","job","we did a good",6
"we didn t really have","have","we didn t really",2
"we didn t see any","any","we didn t see",2
"we didn t want to","to","we didn t want",13
"we do not know how","how","we do not know",3
"we don t get to","to","we don t get",6
"we don t know who","who","we don t know",2
"we don t need to","to","we don t need",10
"we don t want our","our","we don t want",3
"we don t win the","the","we don t win",2
"we dont want you to","to","we dont want you",2
"we get a glimpse of","of","we get a glimpse",2
"we going to have our","our","we going to have",2
"we got a couple of","of","we got a couple",2
"we have been married for","for","we have been married",2
"we have been talking about","about","we have been talking",2
"we have been working with","with","we have been working",2
"we have seen the number","number","we have seen the",2
"we have to figure out","out","we have to figure",2
"we have to talk about","about","we have to talk",4
"we just need to find","find","we just need to",3
"we look forward to seeing","seeing","we look forward to",13
"we may have to hire","hire","we may have to",2
"we need to accept that","that","we need to accept",5
"we need to do this","this","we need to do",2
"we need to focus on","on","we need to focus",7
"we re also going to","to","we re also going",2
"we re going to be","be","we re going to",31
"we re going to the","the","we re going to",6
"we re here to support","support","we re here to",2
"we re ready to be","be","we re ready to",2
"we see an increase in","in","we see an increase",2
"we spent a lot of","of","we spent a lot",8
"we still have a few","few","we still have a",5
"we want to be a","a","we want to be",5
"we were waiting for our","our","we were waiting for",2
"we will continue to work","work","we will continue to",2
"we will reach an agreement","agreement","we will reach an",2
"we would have a hard","hard","we would have a",2
"we would love to see","see","we would love to",9
"wear for a navy hoodie","hoodie","wear for a navy",2
"week I don t want","want","week I don t",5
"week I m tired of","of","week I m tired",2
"week I think I m","m","week I think I",3
"week got off to a","a","week got off to",2
"week in a month the","the","week in a month",2
"week in the trial of","of","week in the trial",2
"week or two before I","I","week or two before",2
"week so I can get","get","week so I can",2
"week to participate for challenge","challenge","week to participate for",2
"week will be an extra","extra","week will be an",2
"week will stay the same","same","week will stay the",2
"weeks leading up to a","a","weeks leading up to",2
"weight and paying attention to","to","weight and paying attention",6
"well I don t even","even","well I don t",4
"well for the rest of","of","well for the rest",2
"well how r u I","I","well how r u",2
"went for including three straight","straight","went for including three",2
"went on a run with","with","went on a run",2
"went the distance for the","the","went the distance for",2
"went through a phase where","where","went through a phase",2
"went up and down the","the","went up and down",2
"were approached by a man","man","were approached by a",3
"were forced to deal with","with","were forced to deal",2
"were going to be here","here","were going to be",2
"were going to have a","a","were going to have",8
"were holding hands and holding","holding","were holding hands and",2
"were more likely to have","have","were more likely to",3
"were not authorized to speak","speak","were not authorized to",4
"were not authorized to talk","talk","were not authorized to",2
"were on the way to","to","were on the way",4
"were so kind as to","to","were so kind as",2
"were to die tomorrow Learn","Learn","were to die tomorrow",2
"what I can do to","to","what I can do",5
"what I d do with","with","what I d do",4
"what I had on hand","hand","what I had on",4
"what I like to hear","hear","what I like to",12
"what I needed to do","do","what I needed to",9
"what I perceive to be","be","what I perceive to",2
"what I think is best","best","what I think is",2
"what I wanted to do","do","what I wanted to",18
"what I was trying to","to","what I was trying",8
"what a beautiful day in","in","what a beautiful day",2
"what a way to start","start","what a way to",5
"what appeared to be natural","natural","what appeared to be",3
"what are we gonna do","do","what are we gonna",2
"what are you doing to","to","what are you doing",6
"what beach are you heading","heading","what beach are you",3
"what else can we do","do","what else can we",2
"what happens when you don","don","what happens when you",2
"what he gave Calvin Coolidge","Coolidge","what he gave Calvin",3
"what he received Honor has","has","what he received Honor",3
"what he s going to","to","what he s going",7
"what is good and bad","bad","what is good and",2
"what is sure to be","be","what is sure to",3
"what it is he said","said","what it is he",2
"what it s like to","to","what it s like",55
"what it would be like","like","what it would be",23
"what s about to happen","happen","what s about to",2
"what s going on It","It","what s going on",3
"what s going to happen","happen","what s going to",27
"what s in the fridge","fridge","what s in the",2
"what s still on the","the","what s still on",2
"what the dog is thinking","thinking","what the dog is",2
"what the future may bring","bring","what the future may",2
"what the name of the","the","what the name of",3
"what the world looks like","like","what the world looks",3
"what they do And it","it","what they do And",2
"what they have in store","store","what they have in",2
"what they have to say","say","what they have to",13
"what they were saying but","but","what they were saying",3
"what to do anymore I","I","what to do anymore",3
"what to do in Chicago","Chicago","what to do in",2
"what to put in your","your","what to put in",2
"what was so great about","about","what was so great",2
"what we could do with","with","what we could do",3
"what we could have done","done","what we could have",2
"what we have to offer","offer","what we have to",4
"what we need to do","do","what we need to",10
"what you are doing you","you","what you are doing",3
"what you come up with","with","what you come up",11
"what you d like to","to","what you d like",4
"what you don t know","know","what you don t",2
"what you re doing is","is","what you re doing",4
"what you re up against","against","what you re up",2
"what you really need to","to","what you really need",2
"what you ve been through","through","what you ve been",3
"what you ve been up","up","what you ve been",3
"what you want to be","be","what you want to",9
"what you want to say","say","what you want to",6
"what you want to see","see","what you want to",7
"whatever it takes to win","win","whatever it takes to",3
"when I can t find","find","when I can t",2
"when I first saw him","him","when I first saw",2
"when I m with my","my","when I m with",3
"when I was a kid","kid","when I was a",60
"when I was just a","a","when I was just",2
"when are you coming to","to","when are you coming",11
"when asked if he had","had","when asked if he",3
"when he lost control of","of","when he lost control",3
"when he ran out of","of","when he ran out",2
"when he told Congress in","in","when he told Congress",2
"when he was supposed to","to","when he was supposed",3
"when i was a kid","kid","when i was a",3
"when it comes time to","to","when it comes time",6
"when it comes to a","a","when it comes to",6
"when it comes to same","same","when it comes to",2
"when it first came out","out","when it first came",14
"when it mattered the most","most","when it mattered the",2
"when it s done and","and","when it s done",2
"when it s time to","to","when it s time",12
"when my phone tells me","me","when my phone tells",2
"when no one else does","does","when no one else",2
"when she filed for bankruptcy","bankruptcy","when she filed for",2
"when someone asks you what","what","when someone asks you",4
"when there is a fifth","fifth","when there is a",2
"when they get thrown touchdown","touchdown","when they get thrown",2
"when they got the ball","ball","when they got the",2
"when they re in a","a","when they re in",2
"when they were approached by","by","when they were approached",2
"when they were supposed to","to","when they were supposed",3
"when u get out of","of","when u get out",2
"when we get to the","the","when we get to",5
"when you dont understand my","my","when you dont understand",2
"when you get the chance","chance","when you get the",5
"when you re broken in","in","when you re broken",4
"when you re looking at","at","when you re looking",2
"when you re surrounded by","by","when you re surrounded",2
"when you talk to him","him","when you talk to",3
"where he was treated for","for","where he was treated",6
"where she is right now","now","where she is right",2
"where she wants to go","go","where she wants to",4
"where they came from The","The","where they came from",2
"where we are right now","now","where we are right",4
"where we live and we","we","where we live and",2
"wherever you are in the","the","wherever you are in",2
"whether it was worth it","it","whether it was worth",2
"whether or not a teacher","teacher","whether or not a",2
"whether to the king as","as","whether to the king",2
"whether we are going to","to","whether we are going",2
"which brings me closer to","to","which brings me closer",2
"which can be seen here","here","which can be seen",2
"which filed for bankruptcy in","in","which filed for bankruptcy",2
"which has about of the","the","which has about of",2
"which is one of the","the","which is one of",19
"which is part of the","the","which is part of",16
"which is part of what","what","which is part of",2
"which is up for a","a","which is up for",2
"which looked like he was","was","which looked like he",2
"which one of you is","is","which one of you",2
"which turned out to be","be","which turned out to",13
"which was built by the","the","which was built by",2
"while I m gone I","I","while I m gone",2
"while I was growing up","up","while I was growing",2
"while since I ve posted","posted","while since I ve",3
"while theyre supposed to be","be","while theyre supposed to",2
"while walking down the street","street","while walking down the",3
"who appeared to be very","very","who appeared to be",2
"who appears to have a","a","who appears to have",2
"who are participating in the","the","who are participating in",2
"who are sent by him","him","who are sent by",2
"who at the time was","was","who at the time",5
"who came out to the","the","who came out to",7
"who can t curve it","it","who can t curve",2
"who do wrong and to","to","who do wrong and",2
"who do you think you","you","who do you think",4
"who don t know each","each","who don t know",2
"who had nothing to do","do","who had nothing to",3
"who has been married to","to","who has been married",2
"who has completed her eligibility","eligibility","who has completed her",2
"who have the power to","to","who have the power",2
"who he thinks he is","is","who he thinks he",2
"who is Christ the Lord","Lord","who is Christ the",2
"who is a huge fan","fan","who is a huge",2
"who is also a spokesman","spokesman","who is also a",2
"who is in her s","s","who is in her",2
"who is looking for a","a","who is looking for",4
"who is working on a","a","who is working on",3
"who lives in Huntington Beach","Beach","who lives in Huntington",2
"who organized the event traded","traded","who organized the event",2
"who played the role of","of","who played the role",2
"who they are and where","where","who they are and",2
"who want or need to","to","who want or need",2
"who we are And if","if","who we are And",2
"who went on to become","become","who went on to",2
"who were supposed to be","be","who were supposed to",2
"who will do anything to","to","who will do anything",3
"who you are and what","what","who you are and",9
"who you are if you","you","who you are if",4
"whole body I don t","t","whole body I don",2
"why it s called a","a","why it s called",3
"why some people are just","just","why some people are",2
"why they do what they","they","why they do what",4
"why they don t want","want","why they don t",2
"why we are here My","My","why we are here",2
"why we can t have","have","why we can t",2
"why would you do that","that","why would you do",2
"wild card element to the","the","wild card element to",2
"will also be available for","for","will also be available",3
"will also make it difficult","difficult","will also make it",2
"will always be the best","best","will always be the",2
"will be a great time","time","will be a great",2
"will be a series of","of","will be a series",2
"will be able to find","find","will be able to",8
"will be added to the","the","will be added to",6
"will be an extra week","week","will be an extra",2
"will be announced here on","on","will be announced here",3
"will be at the other","other","will be at the",2
"will be available in stores","stores","will be available in",2
"will be available next week","week","will be available next",2
"will be down to the","the","will be down to",2
"will be great for my","my","will be great for",2
"will be held later this","this","will be held later",3
"will be looking forward to","to","will be looking forward",5
"will be out soon we","we","will be out soon",2
"will be ready for the","the","will be ready for",2
"will be replaced by an","an","will be replaced by",2
"will be the death of","of","will be the death",19
"will be the last time","time","will be the last",3
"will be the team s","s","will be the team",2
"will be used for a","a","will be used for",5
"will become more and more","more","will become more and",3
"will begin at pm and","and","will begin at pm",2
"will bring an end to","to","will bring an end",2
"will continue to be a","a","will continue to be",9
"will give you all the","the","will give you all",2
"will have access to the","the","will have access to",4
"will have surgery on his","his","will have surgery on",2
"will have to let me","me","will have to let",2
"will hold a contest and","and","will hold a contest",2
"will keep you and your","your","will keep you and",2
"will know what I mean","mean","will know what I",3
"will need to continue to","to","will need to continue",2
"will never pay attention to","to","will never pay attention",3
"will not play in the","the","will not play in",3
"will not take as long","long","will not take as",2
"will not turn out well","well","will not turn out",2
"will say that it s","s","will say that it",2
"will stay the same from","from","will stay the same",2
"will take place on Saturday","Saturday","will take place on",4
"will take some getting used","used","will take some getting",2
"will tell you how to","to","will tell you how",3
"will want to read the","the","will want to read",2
"win some you lose some","some","win some you lose",3
"winner right there Venus Williams","Williams","winner right there Venus",2
"winner will be announced on","on","winner will be announced",8
"wire racks to cool completely","completely","wire racks to cool",2
"wish I could get a","a","wish I could get",2
"wish I could say the","the","wish I could say",3
"wish I could tell you","you","wish I could tell",2
"wish I was there too","too","wish I was there",2
"wish you were here too","too","wish you were here",3
"with I m going to","to","with I m going",2
"with Lotus Resident DJ XES","XES","with Lotus Resident DJ",5
"with Special Guest DJ s","s","with Special Guest DJ",3
"with a ERA on the","the","with a ERA on",2
"with a deadly weapon He","He","with a deadly weapon",2
"with a glass of wine","wine","with a glass of",16
"with a gunshot wound to","to","with a gunshot wound",7
"with a large number of","of","with a large number",4
"with a new mattress or","or","with a new mattress",2
"with a runner on third","third","with a runner on",2
"with a sense of urgency","urgency","with a sense of",4
"with a smile on my","my","with a smile on",6
"with a time of with","with","with a time of",29
"with a view of the","the","with a view of",5
"with a whole slew of","of","with a whole slew",2
"with all your heart and","and","with all your heart",7
"with an open mind and","and","with an open mind",2
"with chronic conditions such as","as","with chronic conditions such",3
"with drink and drugs and","and","with drink and drugs",2
"with each other and their","their","with each other and",2
"with hundreds of thousands of","of","with hundreds of thousands",3
"with information is asked to","to","with information is asked",21
"with me and I m","m","with me and I",5
"with me and asked me","me","with me and asked",2
"with me out of the","the","with me out of",2
"with me since the beginning","beginning","with me since the",2
"with my best friend and","and","with my best friend",2
"with nothing more than a","a","with nothing more than",3
"with raping a yearold girl","girl","with raping a yearold",2
"with runners in scoring position","position","with runners in scoring",25
"with the California Department of","of","with the California Department",2
"with the Department of Justice","Justice","with the Department of",3
"with the Gentiles but when","when","with the Gentiles but",2
"with the Miracles Shop Around","Around","with the Miracles Shop",2
