"ngram_full","ngram_tail","ngram_head","freq"
"the link for the","the","the link for",7
"the link to our","our","the link to",2
"the links to my","my","the links to",2
"the lion king in","in","the lion king",2
"the list of issues","issues","the list of",4
"the little guy is","is","the little guy",3
"the lives of their","their","the lives of",7
"the lives of thousands","thousands","the lives of",3
"the living room and","and","the living room",29
"the local Fox affiliate","affiliate","the local Fox",2
"the local Republican Party","Party","the local Republican",2
"the location of the","the","the location of",22
"the logical next step","step","the logical next",3
"the long run by","by","the long run",2
"the long way around","around","the long way",2
"the longevity of their","their","the longevity of",2
"the longterm benefits of","of","the longterm benefits",2
"the look on his","his","the look on",7
"the looks of your","your","the looks of",2
"the loss he said","said","the loss he",2
"the loss of a","a","the loss of",27
"the loss of several","several","the loss of",3
"the love of a","a","the love of",2
"the low low price","price","the low low",2
"the lower floor and","and","the lower floor",2
"the lower half of","of","the lower half",5
"the lower right corner","corner","the lower right",2
"the lower tax rate","rate","the lower tax",2
"the magic that is","is","the magic that",4
"the main focus is","is","the main focus",2
"the majority of the","the","the majority of",98
"the majority of their","their","the majority of",10
"the man and the","the","the man and",6
"the man s head","head","the man s",3
"the man the legend","legend","the man the",2
"the man who said","said","the man who",2
"the man who was","was","the man who",13
"the map of the","the","the map of",2
"the margarine in a","a","the margarine in",2
"the market for new","new","the market for",3
"the master bedroom or","or","the master bedroom",2
"the materials to be","be","the materials to",2
"the matter at hand","hand","the matter at",2
"the meat is cooked","cooked","the meat is",3
"the media in the","the","the media in",4
"the melted chocolate and","and","the melted chocolate",3
"the memory of a","a","the memory of",7
"the men s race","race","the men s",2
"the mention I don","don","the mention I",2
"the mere fact that","that","the mere fact",5
"the mere thought of","of","the mere thought",5
"the metro area that","that","the metro area",2
"the metro area where","where","the metro area",2
"the middle of a","a","the middle of",108
"the middle of the","the","the middle of",482
"the midst of the","the","the midst of",34
"the mile and a","a","the mile and",2
"the militant wing of","of","the militant wing",2
"the mind of a","a","the mind of",11
"the mission of the","the","the mission of",11
"the mistakes of the","the","the mistakes of",5
"the moment when a","a","the moment when",2
"the money she said","said","the money she",2
"the money will be","be","the money will",6
"the month of December","December","the month of",11
"the month of March","March","the month of",8
"the more of a","a","the more of",2
"the morning Not sure","sure","the morning Not",2
"the morning and at","at","the morning and",2
"the morning and it","it","the morning and",2
"the most amount of","of","the most amount",8
"the most bang for","for","the most bang",4
"the most exciting and","and","the most exciting",4
"the most in seven","seven","the most in",2
"the most inopportune times","times","the most inopportune",3
"the most interesting man","man","the most interesting",2
"the most physically demanding","demanding","the most physically",2
"the most significant of","of","the most significant",3
"the most valuable player","player","the most valuable",3
"the most wonderful time","time","the most wonderful",10
"the mother of the","the","the mother of",11
"the mothers out there","there","the mothers out",9
"the movie I ve","ve","the movie I",2
"the movie for me","me","the movie for",4
"the movie would be","be","the movie would",2
"the music and the","the","the music and",10
"the mysteries of the","the","the mysteries of",8
"the name of a","a","the name of",35
"the name of and","and","the name of",3
"the name of the","the","the name of",178
"the nation s history","history","the nation s",2
"the nation s million","million","the nation s",2
"the national title game","game","the national title",15
"the near future If","If","the near future",2
"the need to protect","protect","the need to",2
"the need to show","show","the need to",3
"the need to turn","turn","the need to",3
"the needs of the","the","the needs of",38
"the neighborhood When I","I","the neighborhood When",2
"the new I m","m","the new I",2
"the new collective bargaining","bargaining","the new collective",4
"the new iPad but","but","the new iPad",2
"the new version of","of","the new version",5
"the newest member of","of","the newest member",13
"the news of his","his","the news of",4
"the news that he","he","the news that",4
"the news this week","week","the news this",4
"the next couple of","of","the next couple",93
"the next couple years","years","the next couple",7
"the next day You","You","the next day",2
"the next day s","s","the next day",6
"the next day when","when","the next day",8
"the next few days","days","the next few",83
"the next few weeks","weeks","the next few",86
"the next few years","years","the next few",60
"the next fifteen years","years","the next fifteen",2
"the next general election","election","the next general",6
"the next month and","and","the next month",3
"the next one The","The","the next one",4
"the next one to","to","the next one",2
"the next step is","is","the next step",9
"the next time they","they","the next time",6
"the next two months","months","the next two",11
"the next two years","years","the next two",57
"the next year as","as","the next year",3
"the night because of","of","the night because",2
"the night before the","the","the night before",14
"the night of Feb","Feb","the night of",3
"the night with a","a","the night with",13
"the ninth inning with","with","the ninth inning",5
"the northern coast of","of","the northern coast",3
"the northern part of","of","the northern part",5
"the notion that America","America","the notion that",2
"the novel the film","film","the novel the",2
"the number of death","death","the number of",2
"the number of foster","foster","the number of",2
"the number of homeless","homeless","the number of",3
"the number of people","people","the number of",67
"the number of referrals","referrals","the number of",2
"the office for a","a","the office for",4
"the officers did not","not","the officers did",2
"the old oak tree","tree","the old oak",2
"the one I am","am","the one I",2
"the one and only","only","the one and",47
"the one at the","the","the one at",8
"the one person you","you","the one person",7
"the one that has","has","the one that",8
"the one who made","made","the one who",5
"the ones that I","I","the ones that",12
"the onion and garlic","garlic","the onion and",3
"the onions and garlic","garlic","the onions and",4
"the online Master s","s","the online Master",2
"the only one in","in","the only one",26
"the only one that","that","the only one",73
"the only one who","who","the only one",155
"the only ones that","that","the only ones",4
"the only people that","that","the only people",2
"the only reason I","I","the only reason",17
"the only reason i","i","the only reason",6
"the only thing i","i","the only thing",6
"the only thing on","on","the only thing",4
"the only way to","to","the only way",129
"the only way you","you","the only way",11
"the operative word here","here","the operative word",3
"the opportunity to be","be","the opportunity to",25
"the opportunity to take","take","the opportunity to",11
"the opportunity to vote","vote","the opportunity to",5
"the other day And","And","the other day",2
"the other day They","They","the other day",5
"the other half of","of","the other half",18
"the other hand is","is","the other hand",37
"the other hand some","some","the other hand",4
"the other hand were","were","the other hand",3
"the other part of","of","the other part",11
"the other person s","s","the other person",9
"the other side and","and","the other side",13
"the other side is","is","the other side",12
"the other side of","of","the other side",204
"the other will be","be","the other will",4
"the out of me","me","the out of",47
"the out of the","the","the out of",13
"the out of there","there","the out of",3
"the outcome of these","these","the outcome of",2
"the outer corner of","of","the outer corner",2
"the oven and preheat","preheat","the oven and",7
"the oven to degrees","degrees","the oven to",31
"the overall increase in","in","the overall increase",2
"the owner of the","the","the owner of",55
"the pain of life","life","the pain of",2
"the paper in the","the","the paper in",2
"the par th and","and","the par th",2
"the par th hole","hole","the par th",3
"the parents in a","a","the parents in",2
"the park after school","school","the park after",2
"the parking lot and","and","the parking lot",19
"the parking lot looking","looking","the parking lot",2
"the parking lot outside","outside","the parking lot",2
"the part of a","a","the part of",7
"the part of the","the","the part of",68
"the part where we","we","the part where",2
"the party is in","in","the party is",3
"the past decade as","as","the past decade",2
"the past few decades","decades","the past few",11
"the past few months","months","the past few",44
"the past few weeks","weeks","the past few",58
"the past five years","years","the past five",44
"the past ten years","years","the past ten",14
"the past three years","years","the past three",64
"the past two days","days","the past two",22
"the past two seasons","seasons","the past two",26
"the past two weeks","weeks","the past two",38
"the past week The","The","the past week",5
"the past year I","I","the past year",11
"the past year The","The","the past year",13
"the past year has","has","the past year",4
"the past years there","there","the past years",4
"the pattern of the","the","the pattern of",3
"the pavement If you","you","the pavement If",2
"the people around you","you","the people around",19
"the people at the","the","the people at",14
"the people behind me","me","the people behind",2
"the people in the","the","the people in",51
"the people that worked","worked","the people that",2
"the people we need","need","the people we",4
"the people who are","are","the people who",44
"the people who have","have","the people who",25
"the people who love","love","the people who",5
"the perfect storm of","of","the perfect storm",3
"the perfect time for","for","the perfect time",5
"the perfect way to","to","the perfect way",21
"the performance and thought","thought","the performance and",2
"the person I like","like","the person I",2
"the personal income tax","tax","the personal income",2
"the personality of a","a","the personality of",3
"the perspective of the","the","the perspective of",6
"the philosophy of how","how","the philosophy of",2
"the phone hacking scandal","scandal","the phone hacking",5
"the place It s","s","the place It",2
"the place and then","then","the place and",3
"the place to get","get","the place to",3
"the plan is to","to","the plan is",8
"the plan it is","is","the plan it",2
"the player game or","or","the player game",2
"the players believe in","in","the players believe",2
"the pleasure of meeting","meeting","the pleasure of",11
"the pleasure of my","my","the pleasure of",3
"the plight of the","the","the plight of",18
"the point is to","to","the point is",4
"the point of the","the","the point of",21
"the position I m","m","the position I",2
"the position of the","the","the position of",18
"the position that the","the","the position that",3
"the possibility of a","a","the possibility of",43
"the possibility of asking","asking","the possibility of",2
"the possibility of parole","parole","the possibility of",10
"the potential for conflict","conflict","the potential for",2
"the potential to reach","reach","the potential to",2
"the power of The","The","the power of",2
"the power of paint","paint","the power of",2
"the power of the","the","the power of",91
"the power to make","make","the power to",13
"the preheated oven for","for","the preheated oven",2
"the preparation of this","this","the preparation of",2
"the president of the","the","the president of",52
"the president signed the","the","the president signed",2
"the presidential election campaign","campaign","the presidential election",2
"the presumptive Republican nominee","nominee","the presumptive Republican",8
"the preview of the","the","the preview of",3
"the price of a","a","the price of",21
"the principles I will","will","the principles I",2
"the private sector and","and","the private sector",9
"the problem here is","is","the problem here",2
"the problems in the","the","the problems in",4
"the process of adding","adding","the process of",2
"the process of taking","taking","the process of",4
"the process of training","training","the process of",2
"the program was a","a","the program was",2
"the project is finally","finally","the project is",2
"the prostitution scandal that","that","the prostitution scandal",2
"the public needs to","to","the public needs",2
"the public s attention","attention","the public s",4
"the pumped up kicks","kicks","the pumped up",2
"the purpose of my","my","the purpose of",4
"the quality of their","their","the quality of",7
"the quality of your","your","the quality of",9
"the quarterfinals of the","the","the quarterfinals of",6
"the question is not","not","the question is",4
"the question of whether","whether","the question of",37
"the question of who","who","the question of",5
"the race as well","well","the race as",2
"the race was on","on","the race was",2
"the rape of a","a","the rape of",3
"the rd week of","of","the rd week",2
"the reaction of the","the","the reaction of",7
"the real world This","This","the real world",2
"the reality of the","the","the reality of",16
"the reason for a","a","the reason for",3
"the reason why the","the","the reason why",6
"the reasons I chose","chose","the reasons I",2
"the reasons I m","m","the reasons I",2
"the reasons why I","I","the reasons why",12
"the recession and its","its","the recession and",2
"the recipe I think","think","the recipe I",2
"the recipe in the","the","the recipe in",2
"the record I don","don","the record I",5
"the red white and","and","the red white",6
"the region The operation","operation","the region The",2
"the region s debt","debt","the region s",6
"the region s first","first","the region s",2
"the regular season with","with","the regular season",10
"the reign of Christ","Christ","the reign of",3
"the relationship between the","the","the relationship between",22
"the release of the","the","the release of",35
"the remainder of the","the","the remainder of",63
"the repeat of the","the","the repeat of",2
"the reputation of being","being","the reputation of",3
"the research and development","development","the research and",2
"the rest of April","April","the rest of",2
"the rest of her","her","the rest of",34
"the rest of it","it","the rest of",34
"the rest of my","my","the rest of",162
"the rest of our","our","the rest of",33
"the rest of the","the","the rest of",1276
"the rest of this","this","the rest of",50
"the rest of us","us","the rest of",161
"the rest of your","your","the rest of",98
"the restructuring of the","the","the restructuring of",2
"the result of an","an","the result of",9
"the retailer says it","it","the retailer says",2
"the reward for what","what","the reward for",3
"the rhythm of the","the","the rhythm of",7
"the rich and the","the","the rich and",7
"the riches of his","his","the riches of",2
"the right combination of","of","the right combination",5
"the right hand side","side","the right hand",11
"the right of the","the","the right of",24
"the right time to","to","the right time",10
"the right to challenge","challenge","the right to",4
"the right to say","say","the right to",11
"the right to stay","stay","the right to",3
"the right way to","to","the right way",16
"the right way we","we","the right way",2
"the right words to","to","the right words",7
"the rising cost of","of","the rising cost",5
"the rising popularity of","of","the rising popularity",2
"the risk of losing","losing","the risk of",5
"the river and the","the","the river and",6
"the road If we","we","the road If",2
"the road It s","s","the road It",4
"the road What a","a","the road What",2
"the road and a","a","the road and",4
"the road to see","see","the road to",3
"the roar and your","your","the roar and",2
"the role of the","the","the role of",36
"the root cause of","of","the root cause",10
"the root of the","the","the root of",11
"the rug out from","from","the rug out",6
"the run and are","are","the run and",2
"the s and s","s","the s and",144
"the s by the","the","the s by",3
"the s when he","he","the s when",7
"the safety of children","children","the safety of",2
"the safety of the","the","the safety of",27
"the sake of human","human","the sake of",2
"the same I ve","ve","the same I",4
"the same as it","it","the same as",13
"the same character and","and","the same character",2
"the same from month","month","the same from",2
"the same general area","area","the same general",2
"the same height and","and","the same height",4
"the same name as","as","the same name",6
"the same people who","who","the same people",16
"the same period a","a","the same period",23
"the same period last","last","the same period",22
"the same program as","as","the same program",2
"the same rate as","as","the same rate",3
"the same right now","now","the same right",3
"the same thing a","a","the same thing",3
"the same thing as","as","the same thing",30
"the same thing for","for","the same thing",12
"the same thing if","if","the same thing",3
"the same thing last","last","the same thing",6
"the same thing to","to","the same thing",19
"the same time I","I","the same time",105
"the same time RT","RT","the same time",2
"the same time We","We","the same time",7
"the same time last","last","the same time",8
"the same time not","not","the same time",2
"the same time that","that","the same time",16
"the same time they","they","the same time",13
"the same time when","when","the same time",6
"the same time with","with","the same time",2
"the same to you","you","the same to",8
"the same type of","of","the same type",36
"the same voice and","and","the same voice",2
"the sanctity of marriage","marriage","the sanctity of",7
"the sauce You will","will","the sauce You",2
"the scene and was","was","the scene and",3
"the scene of the","the","the scene of",23
"the scene would be","be","the scene would",2
"the school and the","the","the school and",8
"the school board s","s","the school board",2
"the school have been","been","the school have",2
"the school year after","after","the school year",2
"the school year began","began","the school year",2
"the schools as well","well","the schools as",2
"the screen is a","a","the screen is",3
"the season I feel","feel","the season I",2
"the season If you","you","the season If",2
"the season when they","they","the season when",4
"the seat dining room","room","the seat dining",9
"the second consecutive week","week","the second consecutive",2
"the second half of","of","the second half",81
"the second half when","when","the second half",9
"the second in two","two","the second in",2
"the second set But","But","the second set",2
"the second set of","of","the second set",3
"the second time a","a","the second time",2
"the second week of","of","the second week",16
"the seeds that would","would","the seeds that",2
"the sense of community","community","the sense of",8
"the sense of wonder","wonder","the sense of",2
"the sense that my","my","the sense that",2
"the sensible thing and","and","the sensible thing",2
"the sentiment and the","the","the sentiment and",3
"the series and the","the","the series and",4
"the series in which","which","the series in",2
"the service sector which","which","the service sector",2
"the services of the","the","the services of",2
"the setup of the","the","the setup of",2
"the sheer ballsiness of","of","the sheer ballsiness",2
"the shoot to the","the","the shoot to",2
"the shooting was the","the","the shooting was",2
"the shootout with police","police","the shootout with",2
"the show and I","I","the show and",5
"the show last night","night","the show last",12
"the show on the","the","the show on",4
"the show that had","had","the show that",2
"the show to be","be","the show to",2
"the side and a","a","the side and",3
"the side of the","the","the side of",186
"the simple things in","in","the simple things",5
"the simplicity of the","the","the simplicity of",9
"the site of the","the","the site of",57
"the site on my","my","the site on",9
"the sixnation Gulf Cooperation","Cooperation","the sixnation Gulf",2
"the size of a","a","the size of",77
"the size of our","our","the size of",7
"the size of the","the","the size of",115
"the size of your","your","the size of",20
"the sky It s","s","the sky It",4
"the sky is blue","blue","the sky is",9
"the small town of","of","the small town",18
"the smell of roasting","roasting","the smell of",2
"the sound of a","a","the sound of",24
"the source material and","and","the source material",2
"the source of the","the","the source of",33
"the south or the","the","the south or",2
"the spread of the","the","the spread of",6
"the squash with a","a","the squash with",2
"the stage for the","the","the stage for",16
"the stars and the","the","the stars and",3
"the start of another","another","the start of",5
"the start of his","his","the start of",5
"the start of our","our","the start of",2
"the start of the","the","the start of",198
"the starting lineup Tuesday","Tuesday","the starting lineup",2
"the state Department of","of","the state Department",88
"the state Supreme Court","Court","the state Supreme",43
"the state and national","national","the state and",7
"the state as they","they","the state as",2
"the state attorney general","general","the state attorney",4
"the state did not","not","the state did",3
"the state news agency","agency","the state news",3
"the state of Ohio","Ohio","the state of",18
"the state s business","business","the state s",5
"the state s farmers","farmers","the state s",2
"the state s financial","financial","the state s",5
"the state s fiscal","fiscal","the state s",3
"the state s general","general","the state s",4
"the state s most","most","the state s",11
"the state s parks","parks","the state s",2
"the state s selfexclusion","selfexclusion","the state s",2
"the status quo and","and","the status quo",3
"the steady rise in","in","the steady rise",2
"the store s manager","manager","the store s",2
"the store when the","the","the store when",2
"the store you can","can","the store you",2
"the storms but about","about","the storms but",2
"the story Even though","though","the story Even",2
"the story goes a","a","the story goes",2
"the story line and","and","the story line",3
"the story of the","the","the story of",58
"the story was so","so","the story was",2
"the story wouldn t","t","the story wouldn",2
"the street from our","our","the street from",7
"the street from the","the","the street from",50
"the streets and in","in","the streets and",3
"the streets in the","the","the streets in",7
"the streets of America","America","the streets of",2
"the subject matter and","and","the subject matter",3
"the subject of a","a","the subject of",33
"the suicide of someone","someone","the suicide of",2
"the suit was filed","filed","the suit was",2
"the summer and I","I","the summer and",3
"the summer of and","and","the summer of",8
"the surface of the","the","the surface of",42
"the sweet spot for","for","the sweet spot",2
"the system he said","said","the system he",2
"the system is a","a","the system is",2
"the tables were turned","turned","the tables were",3
"the talk of a","a","the talk of",3
"the target of such","such","the target of",2
"the target of the","the","the target of",5
"the taste and the","the","the taste and",2
"the tax treatment of","of","the tax treatment",2
"the teachings of the","the","the teachings of",8
"the team in New","New","the team in",2
"the team in the","the","the team in",11
"the team is headed","headed","the team is",2
"the team s No","No","the team s",4
"the team s football","football","the team s",2
"the team title with","with","the team title",2
"the team with the","the","the team with",3
"the teams that are","are","the teams that",5
"the tears and the","the","the tears and",3
"the technology has been","been","the technology has",2
"the tempo of the","the","the tempo of",5
"the test of time","time","the test of",17
"the texture of the","the","the texture of",11
"the th and th","th","the th and",31
"the th anniversary of","of","the th anniversary",121
"the th be with","with","the th be",22
"the th century But","But","the th century",2
"the th floor of","of","the th floor",16
"the th of October","October","the th of",2
"the th so we","we","the th so",3
"the theme of the","the","the theme of",16
"the theory of evolution","evolution","the theory of",10
"the things I need","need","the things I",5
"the things of the","the","the things of",11
"the things that really","really","the things that",3
"the things they do","do","the things they",6
"the things we do","do","the things we",11
"the third quarter before","before","the third quarter",2
"the third straight year","year","the third straight",10
"the thought of losing","losing","the thought of",4
"the thought was that","that","the thought was",2
"the time I am","am","the time I",12
"the time I d","d","the time I",6
"the time I try","try","the time I",3
"the time I was","was","the time I",44
"the time and not","not","the time and",6
"the time is right","right","the time is",25
"the time of day","day","the time of",17
"the time of the","the","the time of",149
"the time of year","year","the time of",26
"the time to buy","buy","the time to",4
"the time to get","get","the time to",21
"the time we re","re","the time we",3
"the tip of the","the","the tip of",35
"the title of a","a","the title of",4
"the top of a","a","the top of",24
"the top of each","each","the top of",11
"the top of his","his","the top of",40
"the top of the","the","the top of",445
"the tops of the","the","the tops of",15
"the tournament back in","in","the tournament back",2
"the tournament this year","year","the tournament this",2
"the trailing edge of","of","the trailing edge",4
"the train to DC","DC","the train to",2
"the trials and tribulations","tribulations","the trials and",6
"the trunk of his","his","the trunk of",4
"the truth is it","it","the truth is",4
"the truth of the","the","the truth of",18
"the truth when he","he","the truth when",3
"the two hour drive","drive","the two hour",2
"the two to three","three","the two to",3
"the type of feedback","feedback","the type of",2
"the type of hat","hat","the type of",2
"the unemployment rate for","for","the unemployment rate",2
"the unemployment rate is","is","the unemployment rate",7
"the uniform of the","the","the uniform of",4
"the upper hand in","in","the upper hand",3
"the ups and downs","downs","the ups and",16
"the use of his","his","the use of",6
"the usual suspects are","are","the usual suspects",3
"the value of art","art","the value of",2
"the value of human","human","the value of",2
"the value of the","the","the value of",57
"the vast majority of","of","the vast majority",73
"the very end and","and","the very end",3
"the very first time","time","the very first",19
"the victim of a","a","the victim of",19
"the victim of the","the","the victim of",2
"the video for the","the","the video for",2
"the visitors locker room","room","the visitors locker",4
"the vote in the","the","the vote in",3
"the waiting area and","and","the waiting area",2
"the wall and made","made","the wall and",2
"the wars in Iraq","Iraq","the wars in",9
"the way I m","m","the way I",6
"the way back to","to","the way back",36
"the way he was","was","the way he",9
"the way it was","was","the way it",36
"the way its going","going","the way its",4
"the way out in","in","the way out",4
"the way she wants","wants","the way she",2
"the way some people","people","the way some",5
"the way the game","game","the way the",4
"the way there is","is","the way there",4
"the way they are","are","the way they",25
"the way they did","did","the way they",11
"the way they live","live","the way they",2
"the way they talk","talk","the way they",4
"the way they want","want","the way they",2
"the way things have","have","the way things",4
"the way this was","was","the way this",2
"the way to find","find","the way to",3
"the way to the","the","the way to",112
"the way to victory","victory","the way to",3
"the way to work","work","the way to",35
"the way up to","to","the way up",20
"the way we want","want","the way we",5
"the way you dress","dress","the way you",8
"the weather outside is","is","the weather outside",2
"the week So I","I","the week So",2
"the week goes on","on","the week goes",2
"the week with a","a","the week with",6
"the weekend I should","should","the weekend I",3
"the weekend of April","April","the weekend of",2
"the weekend to see","see","the weekend to",2
"the weeks leading up","up","the weeks leading",9
"the weight loss issue","issue","the weight loss",2
"the weight of a","a","the weight of",7
"the weight of an","an","the weight of",2
"the whole church and","and","the whole church",2
"the whole day and","and","the whole day",6
"the whole process I","I","the whole process",2
"the whole story I","I","the whole story",4
"the whole thing So","So","the whole thing",2
"the whole thing was","was","the whole thing",10
"the wife and I","I","the wife and",3
"the window when you","you","the window when",2
"the winery s website","website","the winery s",3
"the winner in the","the","the winner in",2
"the winner of the","the","the winner of",57
"the winner will be","be","the winner will",10
"the winning goal in","in","the winning goal",3
"the woman on the","the","the woman on",3
"the wonderful opportunity of","of","the wonderful opportunity",2
"the wonderful world of","of","the wonderful world",5
"the word of and","and","the word of",2
"the words in the","the","the words in",3
"the work for you","you","the work for",6
"the work is part","part","the work is",2
"the work of Satan","Satan","the work of",2
"the work of art","art","the work of",3
"the work they do","do","the work they",7
"the world He was","was","the world He",2
"the world I know","know","the world I",7
"the world I ve","ve","the world I",6
"the world That s","s","the world That",5
"the world and has","has","the world and",4
"the world and the","the","the world and",25
"the world as we","we","the world as",3
"the world as well","well","the world as",6
"the world but we","we","the world but",4
"the world go round","round","the world go",23
"the world he said","said","the world he",6
"the world isn t","t","the world isn",4
"the world looks like","like","the world looks",3
"the world s best","best","the world s",20
"the world s biggest","biggest","the world s",21
"the world s leading","leading","the world s",8
"the world s most","most","the world s",56
"the world we know","know","the world we",3
"the world we live","live","the world we",10
"the world will be","be","the world will",8
"the world with a","a","the world with",11
"the world would I","I","the world would",2
"the worst one there","there","the worst one",2
"the wrong reasons I","I","the wrong reasons",2
"the year and now","now","the year and",2
"the years I have","have","the years I",14
"their ability to pay","pay","their ability to",4
"their backs to the","the","their backs to",2
"their belongings reports said","said","their belongings reports",2
"their best to keep","keep","their best to",3
"their children about the","the","their children about",2
"their children in school","school","their children in",2
"their closer for the","the","their closer for",2
"their eyes to the","the","their eyes to",2
"their fair share of","of","their fair share",7
"their first Super Bowl","Bowl","their first Super",4
"their first game and","and","their first game",2
"their first trip to","to","their first trip",3
"their household had lost","lost","their household had",2
"their immune system is","is","their immune system",2
"their last seven games","games","their last seven",3
"their lives If you","you","their lives If",3
"their new home It","It","their new home",2
"their place in the","the","their place in",7
"their relationship and you","you","their relationship and",2
"their right to choose","choose","their right to",2
"their side of the","the","their side of",7
"their support for the","the","their support for",8
"their way through college","college","their way through",2
"their way to the","the","their way to",25
"them But they re","re","them But they",2
"them I m going","going","them I m",7
"them I told him","him","them I told",2
"them Let me know","know","them Let me",3
"them Plus he s","s","them Plus he",2
"them What if you","you","them What if",2
"them a few times","times","them a few",3
"them a number of","of","them a number",2
"them all at the","the","them all at",3
"them and be their","their","them and be",3
"them and didn t","t","them and didn",2
"them as quickly as","as","them as quickly",2
"them at Warped Tour","Tour","them at Warped",2
"them at a bar","bar","them at a",2
"them at odds with","with","them at odds",2
"them at risk for","for","them at risk",2
"them at the end","end","them at the",7
"them at your risk","risk","them at your",2
"them because they are","are","them because they",9
"them before they can","can","them before they",2
"them blame the government","government","them blame the",2
"them down in the","the","them down in",2
"them for all the","the","them for all",2
"them in the fridge","fridge","them in the",7
"them in the middle","middle","them in the",3
"them in the midst","midst","them in the",3
"them in your life","life","them in your",4
"them it seems to","to","them it seems",2
"them just as they","they","them just as",3
"them off with some","some","them off with",2
"them on the table","table","them on the",4
"them or if you","you","them or if",2
"them right now but","but","them right now",2
"them several questions before","before","them several questions",2
"them so I ll","ll","them so I",2
"them the freedom to","to","them the freedom",5
"them the way to","to","them the way",2
"them to be very","very","them to be",2
"them to become the","the","them to become",3
"them to choose from","from","them to choose",2
"them to do so","so","them to do",11
"them to find out","out","them to find",3
"them to give the","the","them to give",2
"them to read the","the","them to read",2
"them to take the","the","them to take",5
"them when they are","are","them when they",6
"theme of the party","party","theme of the",3
"themselves because you re","re","themselves because you",2
"then I d get","get","then I d",2
"then I dont know","know","then I dont",3
"then I m sure","sure","then I m",2
"then I will be","be","then I will",9
"then I will find","find","then I will",2
"then a part of","of","then a part",2
"then go to sleep","sleep","then go to",2
"then goes into a","a","then goes into",2
"then goes to the","the","then goes to",2
"then it will be","be","then it will",13
"then join the conversation","conversation","then join the",2
"then mix in the","the","then mix in",3
"then take off from","from","then take off",2
"then that means you","you","then that means",2
"then that s just","just","then that s",2
"then there are days","days","then there are",2
"then there is this","this","then there is",3
"then walked over to","to","then walked over",3
"then we re all","all","then we re",2
"then we would have","have","then we would",3
"then when they get","get","then when they",2
"then why do we","we","then why do",2
"then why isn t","t","then why isn",2
"then work your plan","plan","then work your",2
"then you will need","need","then you will",4
"there I hope you","you","there I hope",2
"there I love you","you","there I love",5
"there I spotted the","the","there I spotted",2
"there I want to","to","there I want",7
"there I was able","able","there I was",2
"there To all the","the","there To all",2
"there an email address","address","there an email",4
"there and then it","it","there and then",2
"there appears to be","be","there appears to",7
"there are a few","few","there are a",73
"there are a lot","lot","there are a",98
"there are also many","many","there are also",2
"there are likely to","to","there are likely",3
"there are limits to","to","there are limits",5
"there are many people","people","there are many",10
"there are many variations","variations","there are many",2
"there are people who","who","there are people",17
"there are plenty of","of","there are plenty",64
"there are so many","many","there are so",92
"there are some things","things","there are some",19
"there are the rest","rest","there are the",4
"there are those who","who","there are those",20
"there are to be","be","there are to",2
"there are too many","many","there are too",15
"there are two main","main","there are two",2
"there as well as","as","there as well",8
"there at least twice","twice","there at least",2
"there but I did","did","there but I",4
"there but he is","is","there but he",2
"there can be a","a","there can be",8
"there can be no","no","there can be",15
"there can be only","only","there can be",2
"there every day and","and","there every day",3
"there had been no","no","there had been",14
"there had to be","be","there had to",15
"there has been a","a","there has been",54
"there has been at","at","there has been",2
"there has been so","so","there has been",4
"there has to be","be","there has to",33
"there is a chance","chance","there is a",16
"there is a difference","difference","there is a",19
"there is a fifth","fifth","there is a",2
"there is a lot","lot","there is a",68
"there is a moment","moment","there is a",3
"there is a plan","plan","there is a",4
"there is a serious","serious","there is a",2
"there is an extra","extra","there is an",4
"there is even a","a","there is even",6
"there is good reason","reason","there is good",3
"there is no doubting","doubting","there is no",2
"there is no evidence","evidence","there is no",21
"there is no god","god","there is no",3
"there is no reason","reason","there is no",27
"there is no right","right","there is no",5
"there is no way","way","there is no",62
"there is nothing else","else","there is nothing",7
"there is only one","one","there is only",35
"there is only so","so","there is only",9
"there is still something","something","there is still",3
"there is still time","time","there is still",7
"there is still work","work","there is still",3
"there is this sort","sort","there is this",2
"there is too much","much","there is too",9
"there last year the","the","there last year",2
"there may be no","no","there may be",4
"there may have been","been","there may have",13
"there s a bit","bit","there s a",5
"there s a long","long","there s a",4
"there s a lot","lot","there s a",89
"there s a pic","pic","there s a",2
"there s a primary","primary","there s a",2
"there s a reason","reason","there s a",16
"there s also an","an","there s also",2
"there s an opportunity","opportunity","there s an",4
"there s any question","question","there s any",4
"there s anything I","I","there s anything",8
"there s been a","a","there s been",17
"there s ever an","an","there s ever",2
"there s good news","news","there s good",3
"there s more than","than","there s more",6
"there s no accounting","accounting","there s no",3
"there s no getting","getting","there s no",3
"there s no good","good","there s no",3
"there s no one","one","there s no",16
"there s no way","way","there s no",63
"there s not enough","enough","there s not",8
"there s nothing to","to","there s nothing",18
"there s room for","for","there s room",6
"there s so much","much","there s so",23
"there s something to","to","there s something",9
"there should be a","a","there should be",27
"there should be an","an","there should be",7
"there someone I can","can","there someone I",3
"there to act as","as","there to act",2
"there to help me","me","there to help",5
"there was an uproar","uproar","there was an",4
"there was no need","need","there was no",15
"there was only one","one","there was only",20
"there was such a","a","there was such",11
"there wasn t a","a","there wasn t",18
"there were a few","few","there were a",28
"there were warning signs","signs","there were warning",3
"there will be a","a","there will be",147
"there will be any","any","there will be",4
